organism,gene_name,tAI
M. musculus,Csrnp2,0.211290904
M. musculus,Csrnp3,0.195877416
M. musculus,Csrp1,0.244388167
M. musculus,Csrp2,0.234913408
M. musculus,Csrp3,0.237257269
M. musculus,Cst10,0.218168275
M. musculus,Cst11,0.21112867
M. musculus,Cst12,0.199309459
M. musculus,Cst13,0.202324167
M. musculus,Cst3,0.217116915
M. musculus,Cst6,0.208123758
M. musculus,Cst7,0.203546675
M. musculus,Cst8,0.195647798
M. musculus,Cst9,0.181997656
M. musculus,Csta1,0.196383774
M. musculus,Cstad,0.185298864
M. musculus,Cstb,0.20056376
M. musculus,Cstf2,0.197752275
M. musculus,Cstf2t,0.20087998
M. musculus,Cstf3,0.195379454
M. musculus,Cstl1,0.219579751
M. musculus,Ctag2,0.182180779
M. musculus,Ctbp1,0.208652496
M. musculus,Ctbp2,0.194521052
M. musculus,Ctbs,0.204601799
M. musculus,Ctc1,0.191023501
M. musculus,Ctcf,0.206938573
M. musculus,Ctcfl,0.221957617
M. musculus,Ctdnep1,0.180422181
M. musculus,Ctdp1,0.207868965
M. musculus,Ctdsp1,0.200310183
M. musculus,Ctdsp2,0.197855672
M. musculus,Ctdspl,0.192923408
M. musculus,Ctdspl2,0.180671081
M. musculus,Ctf1,0.204548728
M. musculus,Ctf2,0.198042823
M. musculus,Cth,0.203174102
M. musculus,Cthrc1,0.191175921
M. musculus,Ctif,0.207364298
M. musculus,Ctla2a,0.200668531
M. musculus,Ctla2b,0.202411427
M. musculus,Ctla4,0.18288293
M. musculus,Ctnna1,0.21627806
M. musculus,Ctnna2,0.212117397
M. musculus,Ctnna3,0.206216779
M. musculus,Ctnnal1,0.201551713
M. musculus,Ctnnbip1,0.202034536
M. musculus,Ctnnbl1,0.208355148
M. musculus,Ctnnd1,0.194633541
M. musculus,Ctnnd2,0.200533753
M. musculus,Ctns,0.171765069
M. musculus,Ctps,0.191132205
M. musculus,Ctps2,0.195176026
M. musculus,Ctr9,0.204980235
M. musculus,Ctrb1,0.215060624
M. musculus,Ctrl,0.194870878
M. musculus,Cts3,0.197207403
M. musculus,Cts6,0.193746859
M. musculus,Cts7,0.203649368
M. musculus,Cts8,0.196199207
M. musculus,Ctsa,0.194117007
M. musculus,Ctsb,0.203278149
M. musculus,Ctsc,0.191445307
M. musculus,Ctsd,0.204258629
M. musculus,Ctse,0.187188288
M. musculus,Ctsf,0.209785306
M. musculus,Ctsg,0.190872134
M. musculus,Ctsj,0.198945759
M. musculus,Ctsk,0.209362856
M. musculus,Ctsl,0.205428013
M. musculus,Ctsll3,0.212299013
M. musculus,Ctsm,0.199223393
M. musculus,Ctso,0.196115902
M. musculus,Ctsq,0.182833374
M. musculus,Ctsr,0.199354818
M. musculus,Ctss,0.202790798
M. musculus,Ctsw,0.208114621
M. musculus,Ctsz,0.211561066
M. musculus,Cttn,0.216441109
M. musculus,Cttnbp2nl,0.204323196
M. musculus,Ctu1,0.219797475
M. musculus,Ctu2,0.221534333
M. musculus,Ctxn1,0.186891337
M. musculus,Ctxn2,0.189605997
M. musculus,Ctxn3,0.177107592
M. musculus,Cubn,0.183630647
M. musculus,Cuedc1,0.199203404
M. musculus,Cuedc2,0.212826117
M. musculus,Cul2,0.186798086
M. musculus,Cul3,0.183625376
M. musculus,Cul4a,0.203185764
M. musculus,Cul4b,0.185236703
M. musculus,Cul5,0.189655228
M. musculus,Cul7,0.197527753
M. musculus,Cul9,0.202314646
M. musculus,Cuta,0.200315895
M. musculus,Cutal,0.184155536
M. musculus,Cutc,0.196715065
M. musculus,Cux1,0.208141601
M. musculus,Cux2,0.211938473
M. musculus,Cuzd1,0.192346562
M. musculus,Cwc15,0.198969286
M. musculus,Cwc22,0.185014698
M. musculus,Cwc25,0.214053089
M. musculus,Cwc27,0.19614817
M. musculus,Cwf19l1,0.19834469
M. musculus,Cwf19l2,0.195714735
M. musculus,Cwh43,0.18168995
M. musculus,Cx3cl1,0.20439125
M. musculus,Cx3cr1,0.186411778
M. musculus,Cxcl1,0.214944109
M. musculus,Cxcl10,0.207527537
M. musculus,Cxcl12,0.225860799
M. musculus,Cxcl13,0.186161081
M. musculus,Cxcl14,0.251963719
M. musculus,Cxcl15,0.188822268
M. musculus,Cxcl16,0.194138018
M. musculus,Cxcl17,0.201538618
M. musculus,Cxcl2,0.215744448
M. musculus,Cxcl3,0.208944512
M. musculus,Cxcl5,0.20789757
M. musculus,Cxcl9,0.208264009
M. musculus,Cxcr1,0.18295473
M. musculus,Cxcr2,0.190134007
M. musculus,Cxcr3,0.189503674
M. musculus,Cxcr4,0.187282906
M. musculus,Cxcr5,0.189255019
M. musculus,Cxcr6,0.195375267
M. musculus,Cxxc1,0.220971392
M. musculus,Cxxc4,0.215427245
M. musculus,Cxxc5,0.222425674
M. musculus,Cyb561,0.192863929
M. musculus,Cyb561a3,0.183911971
M. musculus,Cyb561d1,0.199974036
M. musculus,Cyb561d2,0.194372473
M. musculus,Cyb5a,0.19911774
M. musculus,Cyb5b,0.192167658
M. musculus,Cyb5d1,0.176302565
M. musculus,Cyb5d2,0.198154037
M. musculus,Cyb5r1,0.188470167
M. musculus,Cyb5r2,0.191721672
M. musculus,Cyb5r3,0.202342623
M. musculus,Cyb5r4,0.181705886
M. musculus,Cyb5rl,0.198973097
M. musculus,Cyba,0.217364891
M. musculus,Cybb,0.195057914
M. musculus,Cybrd1,0.182660252
M. musculus,Cyc1,0.205096461
M. musculus,Cycs,0.235623799
M. musculus,Cyct,0.21139269
M. musculus,Cyfip1,0.200107537
M. musculus,Cyfip2,0.207184645
M. musculus,Cygb,0.218828767
M. musculus,Cyhr1,0.214231567
M. musculus,Cylc1,0.200672346
M. musculus,Cylc2,0.231403367
M. musculus,Cyld,0.188662046
M. musculus,Cym,0.193518201
M. musculus,Cyp11b1,0.192605471
M. musculus,Cyp11b2,0.192067668
M. musculus,Cyp17a1,0.191829443
M. musculus,Cyp19a1,0.19761919
M. musculus,Cyp1a1,0.195594935
M. musculus,Cyp1a2,0.200733677
M. musculus,Cyp1b1,0.191609831
M. musculus,Cyp20a1,0.185275558
M. musculus,Cyp21a1,0.198153903
M. musculus,Cyp24a1,0.195565595
M. musculus,Cyp26a1,0.197323901
M. musculus,Cyp26b1,0.204100235
M. musculus,Cyp26c1,0.196530601
M. musculus,Cyp27a1,0.195308311
M. musculus,Cyp27b1,0.182818005
M. musculus,Cyp2a12,0.195739271
M. musculus,Cyp2a22,0.194735154
M. musculus,Cyp2a4,0.18937602
M. musculus,Cyp2a5,0.192254133
M. musculus,Cyp2ab1,0.191861019
M. musculus,Cyp2b10,0.183608667
M. musculus,Cyp2b13,0.186503151
M. musculus,Cyp2b19,0.184033269
M. musculus,Cyp2b23,0.183441487
M. musculus,Cyp2b9,0.18791538
M. musculus,Cyp2c23,0.186798988
M. musculus,Cyp2c29,0.187844537
M. musculus,Cyp2c37,0.18469519
M. musculus,Cyp2c38,0.181854136
M. musculus,Cyp2c39,0.184268238
M. musculus,Cyp2c40,0.192500155
M. musculus,Cyp2c50,0.187849237
M. musculus,Cyp2c54,0.185068991
M. musculus,Cyp2c55,0.181856325
M. musculus,Cyp2c65,0.183346162
M. musculus,Cyp2c66,0.184496687
M. musculus,Cyp2c67,0.18804755
M. musculus,Cyp2c68,0.188220352
M. musculus,Cyp2c69,0.185561586
M. musculus,Cyp2c70,0.183052076
M. musculus,Cyp2d10,0.1978115
M. musculus,Cyp2d11,0.196561742
M. musculus,Cyp2d12,0.195578826
M. musculus,Cyp2d22,0.196845818
M. musculus,Cyp2d26,0.1945091
M. musculus,Cyp2d34,0.195681971
M. musculus,Cyp2d40,0.196749751
M. musculus,Cyp2e1,0.187489761
M. musculus,Cyp2f2,0.182346597
M. musculus,Cyp2g1,0.18833156
M. musculus,Cyp2j11,0.187846048
M. musculus,Cyp2j12,0.190747365
M. musculus,Cyp2j13,0.185552799
M. musculus,Cyp2j5,0.185445551
M. musculus,Cyp2j6,0.187085037
M. musculus,Cyp2j7,0.183643304
M. musculus,Cyp2j8,0.186172104
M. musculus,Cyp2j9,0.186095744
M. musculus,Cyp2r1,0.167812545
M. musculus,Cyp2s1,0.193579404
M. musculus,Cyp2t4,0.187842897
M. musculus,Cyp2u1,0.194874953
M. musculus,Cyp39a1,0.184967677
M. musculus,Cyp3a11,0.18700801
M. musculus,Cyp3a13,0.185917089
M. musculus,Cyp3a16,0.187301329
M. musculus,Cyp3a25,0.182668318
M. musculus,Cyp3a41a,0.185070685
M. musculus,Cyp3a41b,0.184822874
M. musculus,Cyp3a44,0.186594228
M. musculus,Cyp3a57,0.177890782
M. musculus,Cyp3a59,0.182104687
M. musculus,Cyp46a1,0.201507227
M. musculus,Cyp4a10,0.186894051
M. musculus,Cyp4a12a,0.187773253
M. musculus,Cyp4a12b,0.186164995
M. musculus,Cyp4a14,0.195588334
M. musculus,Cyp4a29,0.185336064
M. musculus,Cyp4a30b,0.190784503
M. musculus,Cyp4a31,0.190156979
M. musculus,Cyp4a32,0.189352489
M. musculus,Cyp4f13,0.199345578
M. musculus,Cyp4f14,0.198141917
M. musculus,Cyp4f15,0.196949123
M. musculus,Cyp4f16,0.193404245
M. musculus,Cyp4f17,0.199307227
M. musculus,Cyp4f37,0.195083286
M. musculus,Cyp4f39,0.197036714
M. musculus,Cyp4f40,0.198656937
M. musculus,Cyp4v3,0.184308174
M. musculus,Cyp4x1,0.196993682
M. musculus,Cyp51,0.190583707
M. musculus,Cyp7a1,0.189427099
M. musculus,Cyp7b1,0.177435445
M. musculus,Cyp8b1,0.193204657
M. musculus,Cypt1,0.214019647
M. musculus,Cypt12,0.210698669
M. musculus,Cypt14,0.241047035
M. musculus,Cypt15,0.23455397
M. musculus,Cypt2,0.210038426
M. musculus,Cypt3,0.212079402
M. musculus,Cypt4,0.205234163
M. musculus,Cyr61,0.218858999
M. musculus,Cys1,0.208030059
M. musculus,Cysltr1,0.181609051
M. musculus,Cysltr2,0.182965541
M. musculus,Cysrt1,0.225536993
M. musculus,Cyth1,0.208904319
M. musculus,Cyth2,0.206771649
M. musculus,Cyth3,0.2046684
M. musculus,Cyth4,0.211052509
M. musculus,Cytip,0.184954705
M. musculus,Cytl1,0.218956172
M. musculus,Cyyr1,0.224692875
M. musculus,D030056L22Rik,0.201268365
M. musculus,D10Jhu81e,0.224482013
M. musculus,D10Wsu102e,0.202189511
M. musculus,D11Wsu47e,0.215241097
M. musculus,D130040H23Rik,0.182618673
M. musculus,D130043K22Rik,0.197952618
M. musculus,D130052B06Rik,0.19094944
M. musculus,D13Ertd608e,0.201061955
M. musculus,D16Ertd472e,0.198392211
M. musculus,D17H6S53E,0.198505278
M. musculus,D17Wsu92e,0.189976585
M. musculus,D1Ertd622e,0.1940392
M. musculus,D1Pas1,0.185077913
M. musculus,D230025D16Rik,0.190790773
M. musculus,D330020A13Rik,0.177871758
M. musculus,D330045A20Rik,0.189210886
M. musculus,D3Ertd254e,0.196573015
M. musculus,D3Ertd751e,0.170336379
M. musculus,D430019H16Rik,0.195385534
M. musculus,D430041D05Rik,0.203638622
M. musculus,D430042O09Rik,0.196955684
M. musculus,D5Ertd577e,0.194371627
M. musculus,D5Ertd579e,0.192020132
M. musculus,D630003M21Rik,0.205524583
M. musculus,D630023F18Rik,0.185348405
M. musculus,D630036H23Rik,0.202890576
M. musculus,D630039A03Rik,0.20739797
M. musculus,D630044L22Rik,0.20661034
M. musculus,D630045J12Rik,0.186724856
M. musculus,D6Ertd527e,0.149111311
M. musculus,D6Wsu163e,0.194356275
M. musculus,D730048I06Rik,0.207460583
M. musculus,D7Ertd443e,0.194520921
M. musculus,D830030K20Rik,0.20922923
M. musculus,D8Ertd738e,0.238354114
M. musculus,D930007J09Rik,0.175009221
M. musculus,D930048N14Rik,0.174632377
M. musculus,DXBay18,0.207822356
M. musculus,Daam1,0.197669559
M. musculus,Daam2,0.204608164
M. musculus,Dab1,0.193905838
M. musculus,Dab2,0.191369945
M. musculus,Dab2ip,0.207347685
M. musculus,Dach1,0.19541362
M. musculus,Dach2,0.192543689
M. musculus,Dact1,0.205680718
M. musculus,Dact2,0.201634845
M. musculus,Dact3,0.19887112
M. musculus,Dad1,0.187613217
M. musculus,Dag1,0.199718687
M. musculus,Dagla,0.199749117
M. musculus,Daglb,0.204116987
M. musculus,Dalrd3,0.193366019
M. musculus,Dand5,0.199178057
M. musculus,Dao,0.19117551
M. musculus,Dap,0.211486223
M. musculus,Dap3,0.191384588
M. musculus,Dapk1,0.198901783
M. musculus,Dapk3,0.210421302
M. musculus,Dapl1,0.222783646
M. musculus,Dapp1,0.18351952
M. musculus,Dars,0.187646526
M. musculus,Dars2,0.189293097
M. musculus,Daw1,0.193434841
M. musculus,Daxx,0.19771983
M. musculus,Dazap1,0.197269667
M. musculus,Dazap2,0.192959664
M. musculus,Dazl,0.188794312
M. musculus,Dbf4,0.19147809
M. musculus,Dbh,0.200915763
M. musculus,Dbi,0.220080462
M. musculus,Dbil5,0.242583092
M. musculus,Dbn1,0.217070568
M. musculus,Dbndd1,0.221820851
M. musculus,Dbndd2,0.195629859
M. musculus,Dbnl,0.215580798
M. musculus,Dbp,0.202069228
M. musculus,Dbr1,0.203169021
M. musculus,Dbt,0.196587083
M. musculus,Dbx1,0.185085665
M. musculus,Dbx2,0.198066924
M. musculus,Dcaf1,0.192341857
M. musculus,Dcaf10,0.186134807
M. musculus,Dcaf11,0.189801601
M. musculus,Dcaf12,0.190233773
M. musculus,Dcaf12l1,0.200155091
M. musculus,Dcaf12l2,0.191867527
M. musculus,Dcaf13,0.195444103
M. musculus,Dcaf15,0.198140042
M. musculus,Dcaf4,0.201693292
M. musculus,Dcaf5,0.194349998
M. musculus,Dcaf6,0.187584711
M. musculus,Dcaf7,0.204330465
M. musculus,Dcaf8,0.194271317
M. musculus,Dcakd,0.196957945
M. musculus,Dcbld1,0.196341038
M. musculus,Dcbld2,0.191264963
M. musculus,Dcc,0.182635262
M. musculus,Dcdc2a,0.18989774
M. musculus,Dcdc2b,0.206489317
M. musculus,Dcdc2c,0.194669143
M. musculus,Dchs1,0.190982944
M. musculus,Dchs2,0.184946306
M. musculus,Dck,0.18077032
M. musculus,Dclk1,0.199319495
M. musculus,Dclk2,0.195469967
M. musculus,Dclk3,0.213190721
M. musculus,Dclre1a,0.192029778
M. musculus,Dclre1b,0.191301498
M. musculus,Dclre1c,0.191633857
M. musculus,Dcn,0.189688625
M. musculus,Dcp1a,0.192831971
M. musculus,Dcp1b,0.201174425
M. musculus,Dcp2,0.183737148
M. musculus,Dcpp1,0.192362051
M. musculus,Dcpp2,0.186979922
M. musculus,Dcpp3,0.188436283
M. musculus,Dcps,0.192711134
M. musculus,Dcst1,0.20039209
M. musculus,Dcst2,0.195980467
M. musculus,Dcstamp,0.184836033
M. musculus,Dct,0.19207893
M. musculus,Dctd,0.214592243
M. musculus,Dctn1,0.222345775
M. musculus,Dctn2,0.216471078
M. musculus,Dctn3,0.226454869
M. musculus,Dctn4,0.198736345
M. musculus,Dctn5,0.198018508
M. musculus,Dctn6,0.212091764
M. musculus,Dctpp1,0.201517916
M. musculus,Dcun1d1,0.188857235
M. musculus,Dcun1d2,0.210361947
M. musculus,Dcun1d3,0.201249553
M. musculus,Dcun1d4,0.189829714
M. musculus,Dcun1d5,0.188445507
M. musculus,Dcx,0.193040342
M. musculus,Dcxr,0.213393475
M. musculus,Dda1,0.214542772
M. musculus,Ddah1,0.208989763
M. musculus,Ddah2,0.19592627
M. musculus,Ddb1,0.193579359
M. musculus,Ddb2,0.186531379
M. musculus,Ddc,0.20491146
M. musculus,Ddhd1,0.189679484
M. musculus,Ddhd2,0.185709814
M. musculus,Ddi1,0.188951661
M. musculus,Ddi2,0.207805871
M. musculus,Ddias,0.182293292
M. musculus,Ddit3,0.205685971
M. musculus,Ddit4,0.195893125
M. musculus,Ddit4l,0.193115604
M. musculus,Ddn,0.19725701
M. musculus,Ddo,0.199194174
M. musculus,Ddost,0.191821953
M. musculus,Ddr1,0.194359805
M. musculus,Ddr2,0.192151393
M. musculus,Ddt,0.196152375
M. musculus,Ddx1,0.199550745
M. musculus,Ddx10,0.191873731
M. musculus,Ddx11,0.202650047
M. musculus,Ddx17,0.197384591
M. musculus,Ddx18,0.201257725
M. musculus,Ddx19a,0.213695318
M. musculus,Ddx19b,0.212720795
M. musculus,Ddx20,0.192588632
M. musculus,Ddx21,0.20912014
M. musculus,Ddx23,0.190845224
M. musculus,Ddx24,0.211194733
M. musculus,Ddx25,0.192109197
M. musculus,Ddx27,0.238078388
M. musculus,Ddx28,0.187930074
M. musculus,Ddx31,0.194677507
M. musculus,Ddx39,0.208144887
M. musculus,Ddx39b,0.214522125
M. musculus,Ddx3x,0.181335371
M. musculus,Ddx3y,0.176745795
M. musculus,Ddx4,0.187373947
M. musculus,Ddx41,0.21634923
M. musculus,Ddx42,0.192285238
M. musculus,Ddx43,0.184949833
M. musculus,Ddx46,0.204955549
M. musculus,Ddx47,0.203526189
M. musculus,Ddx49,0.220863344
M. musculus,Ddx5,0.186540812
M. musculus,Ddx51,0.206102506
M. musculus,Ddx52,0.195983539
M. musculus,Ddx54,0.21049805
M. musculus,Ddx55,0.212679795
M. musculus,Ddx56,0.202795736
M. musculus,Ddx58,0.199888642
M. musculus,Ddx59,0.19852216
M. musculus,Ddx6,0.196541482
M. musculus,Ddx60,0.18923921
M. musculus,Deaf1,0.218168811
M. musculus,Decr1,0.197195464
M. musculus,Decr2,0.199514824
M. musculus,Dedd,0.191621927
M. musculus,Dedd2,0.204790772
M. musculus,Def6,0.220067022
M. musculus,Defa17,0.197271459
M. musculus,Defa2,0.1934595
M. musculus,Defa20,0.192004
M. musculus,Defa21,0.180576037
M. musculus,Defa22,0.182958571
M. musculus,Defa23,0.198131905
M. musculus,Defa24,0.203100357
M. musculus,Defa25,0.198142461
M. musculus,Defa26,0.190822738
M. musculus,Defa27,0.215256322
M. musculus,Defa28,0.199921916
M. musculus,Defa29,0.233902327
M. musculus,Defa3,0.197271459
M. musculus,Defa30,0.20196566
M. musculus,Defa31,0.198131905
M. musculus,Defa32,0.192004
M. musculus,Defa33,0.1934595
M. musculus,Defa34,0.193374582
M. musculus,Defa35,0.194802171
M. musculus,Defa36,0.195120398
M. musculus,Defa37,0.195120398
M. musculus,Defa5,0.196186111
M. musculus,Defb1,0.191972177
M. musculus,Defb10,0.200276847
M. musculus,Defb11,0.208253444
M. musculus,Defb12,0.220587783
M. musculus,Defb13,0.205204135
M. musculus,Defb14,0.201840069
M. musculus,Defb15,0.221177239
M. musculus,Defb18,0.212764939
M. musculus,Defb19,0.203148019
M. musculus,Defb2,0.215860159
M. musculus,Defb20,0.214898554
M. musculus,Defb21,0.195579241
M. musculus,Defb22,0.243148327
M. musculus,Defb23,0.204303421
M. musculus,Defb25,0.207247615
M. musculus,Defb26,0.197319139
M. musculus,Defb28,0.20061517
M. musculus,Defb29,0.223803258
M. musculus,Defb3,0.202168146
M. musculus,Defb30,0.197298312
M. musculus,Defb33,0.216715943
M. musculus,Defb34,0.201975657
M. musculus,Defb35,0.220487077
M. musculus,Defb36,0.242306778
M. musculus,Defb37,0.211275871
M. musculus,Defb38,0.208306568
M. musculus,Defb39,0.206783903
M. musculus,Defb4,0.202419538
M. musculus,Defb40,0.197851168
M. musculus,Defb41,0.204990032
M. musculus,Defb42,0.210776846
M. musculus,Defb43,0.242092187
M. musculus,Defb45,0.22888439
M. musculus,Defb46,0.202438823
M. musculus,Defb47,0.215633548
M. musculus,Defb48,0.185854024
M. musculus,Defb5,0.20988254
M. musculus,Defb50,0.199943852
M. musculus,Defb6,0.200887867
M. musculus,Defb7,0.21028871
M. musculus,Defb8,0.201881517
M. musculus,Defb9,0.227281194
M. musculus,Degs1,0.180269957
M. musculus,Dek,0.208139357
M. musculus,Dennd1a,0.190658902
M. musculus,Dennd1b,0.180427165
M. musculus,Dennd1c,0.189593112
M. musculus,Dennd2a,0.194621446
M. musculus,Dennd2c,0.189094968
M. musculus,Dennd2d,0.191857846
M. musculus,Dennd3,0.206112108
M. musculus,Dennd4a,0.185150973
M. musculus,Dennd4b,0.197430673
M. musculus,Dennd4c,0.18716135
M. musculus,Dennd5a,0.194737526
M. musculus,Dennd5b,0.189217733
M. musculus,Dennd6a,0.187302602
M. musculus,Dennd6b,0.201468811
M. musculus,Denr,0.208720601
M. musculus,Depdc1a,0.175214405
M. musculus,Depdc1b,0.200767395
M. musculus,Depdc5,0.190664836
M. musculus,Depdc7,0.188310821
M. musculus,Deptor,0.194827184
M. musculus,Derl1,0.17319507
M. musculus,Derl2,0.166085774
M. musculus,Derl3,0.177787038
M. musculus,Des,0.207612338
M. musculus,Desi1,0.200765575
M. musculus,Desi2,0.187149158
M. musculus,Deup1,0.207108643
M. musculus,Dexi,0.184868877
M. musculus,Dffa,0.207665989
M. musculus,Dffb,0.206149455
M. musculus,Dgat1,0.193287961
M. musculus,Dgat2,0.198693376
M. musculus,Dgat2l6,0.176717295
M. musculus,Dgcr14,0.205111618
M. musculus,Dgcr2,0.198613504
M. musculus,Dgcr6,0.217023937
M. musculus,Dgcr8,0.199606545
M. musculus,Dgka,0.203111194
M. musculus,Dgkd,0.208696737
M. musculus,Dgke,0.205842181
M. musculus,Dgkg,0.20123206
M. musculus,Dgkh,0.202093583
M. musculus,Dgki,0.204212752
M. musculus,Dgkq,0.207742272
M. musculus,Dgkz,0.22077452
M. musculus,Dglucy,0.20627079
M. musculus,Dguok,0.193082072
M. musculus,Dhcr24,0.208186549
M. musculus,Dhcr7,0.213776324
M. musculus,Dhdds,0.207757362
M. musculus,Dhdh,0.206223747
M. musculus,Dhfr,0.179309997
M. musculus,Dhh,0.195441179
M. musculus,Dhps,0.205532483
M. musculus,Dhrs1,0.200377527
M. musculus,Dhrs11,0.212746212
M. musculus,Dhrs13,0.199473046
M. musculus,Dhrs2,0.214789964
M. musculus,Dhrs3,0.1996532
M. musculus,Dhrs4,0.207895077
M. musculus,Dhrs7b,0.203279374
M. musculus,Dhrs7c,0.209474504
M. musculus,Dhrs9,0.196934667
M. musculus,Dhtkd1,0.19125942
M. musculus,Dhx15,0.190973307
M. musculus,Dhx16,0.210049381
M. musculus,Dhx29,0.207909933
M. musculus,Dhx30,0.198601556
M. musculus,Dhx32,0.200984428
M. musculus,Dhx33,0.198755218
M. musculus,Dhx34,0.202440959
M. musculus,Dhx35,0.198931522
M. musculus,Dhx36,0.189211276
M. musculus,Dhx37,0.212043415
M. musculus,Dhx38,0.206166367
M. musculus,Dhx40,0.189360388
M. musculus,Dhx57,0.198681279
M. musculus,Dhx58,0.208698731
M. musculus,Dhx8,0.203263865
M. musculus,Dhx9,0.183903543
M. musculus,Diablo,0.20982405
M. musculus,Diaph1,0.20499457
M. musculus,Diaph2,0.19084473
M. musculus,Diaph3,0.193664442
M. musculus,Dicer1,0.197138449
M. musculus,Dido1,0.199747608
M. musculus,Dimt1,0.189494121
M. musculus,Dio1,0.200617948
M. musculus,Dio2,0.186925383
M. musculus,Dio3,0.182968047
M. musculus,Dip2a,0.222024993
M. musculus,Dip2b,0.196987546
M. musculus,Dip2c,0.196482427
M. musculus,Diras1,0.219157402
M. musculus,Diras2,0.218315666
M. musculus,Dirc2,0.181096017
M. musculus,Dis3,0.194502881
M. musculus,Dis3l,0.199898577
M. musculus,Dis3l2,0.20107808
M. musculus,Disc1,0.207186514
M. musculus,Disp1,0.20119515
M. musculus,Disp2,0.191658583
M. musculus,Disp3,0.197054538
M. musculus,Dixdc1,0.197210143
M. musculus,Dkc1,0.206910158
M. musculus,Dkk1,0.220082349
M. musculus,Dkk2,0.216354909
M. musculus,Dkk3,0.219270146
M. musculus,Dkk4,0.212497006
M. musculus,Dkkl1,0.186741065
M. musculus,Dlat,0.204357499
M. musculus,Dlc1,0.19483395
M. musculus,Dld,0.198193839
M. musculus,Dlec1,0.199762171
M. musculus,Dleu7,0.203991152
M. musculus,Dlg1,0.18583014
M. musculus,Dlg2,0.188852089
M. musculus,Dlg3,0.200666302
M. musculus,Dlg4,0.196033798
M. musculus,Dlgap1,0.200763068
M. musculus,Dlgap2,0.201480049
M. musculus,Dlgap3,0.20133657
M. musculus,Dlgap4,0.198959217
M. musculus,Dlgap5,0.194002216
M. musculus,Dlk1,0.230372956
M. musculus,Dlk2,0.225001572
M. musculus,Dll1,0.226269937
M. musculus,Dll3,0.209549908
M. musculus,Dll4,0.217311537
M. musculus,Dlst,0.200967182
M. musculus,Dlx1,0.198007329
M. musculus,Dlx2,0.201522129
M. musculus,Dlx3,0.192053647
M. musculus,Dlx4,0.189279598
M. musculus,Dlx5,0.189464537
M. musculus,Dlx6,0.205947681
M. musculus,Dmac1,0.194618816
M. musculus,Dmac2,0.198718102
M. musculus,Dmap1,0.219165364
M. musculus,Dmbt1,0.192198278
M. musculus,Dmbx1,0.210028699
M. musculus,Dmc1,0.204961432
M. musculus,Dmd,0.187668115
M. musculus,Dmgdh,0.192070707
M. musculus,Dmkn,0.192212111
M. musculus,Dmp1,0.192358963
M. musculus,Dmpk,0.209824659
M. musculus,Dmrt1,0.206098897
M. musculus,Dmrt2,0.203413531
M. musculus,Dmrt3,0.19850078
M. musculus,Dmrta1,0.194838163
M. musculus,Dmrta2,0.219246403
M. musculus,Dmrtb1,0.202610488
M. musculus,Dmrtc1a,0.211734113
M. musculus,Dmrtc1b,0.202945474
M. musculus,Dmrtc1c1,0.205565898
M. musculus,Dmrtc1c2,0.206960662
M. musculus,Dmrtc2,0.193212132
M. musculus,Dmtf1,0.18629258
M. musculus,Dmtn,0.200314342
M. musculus,Dmwd,0.203164583
M. musculus,Dmxl1,0.179410075
M. musculus,Dmxl2,0.187961535
M. musculus,Dna2,0.196258386
M. musculus,Dnaaf1,0.211015483
M. musculus,Dnaaf2,0.203983021
M. musculus,Dnaaf3,0.189480271
M. musculus,Dnaaf5,0.208934556
M. musculus,Dnah1,0.206206901
M. musculus,Dnah10,0.205552753
M. musculus,Dnah12,0.189399118
M. musculus,Dnah14,0.188578916
M. musculus,Dnah17,0.212549534
M. musculus,Dnah2,0.203285248
M. musculus,Dnah3,0.196760967
M. musculus,Dnah5,0.199041179
M. musculus,Dnah6,0.192685206
M. musculus,Dnah7a,0.193958119
M. musculus,Dnah7b,0.193277448
M. musculus,Dnah7c,0.193261613
M. musculus,Dnah8,0.196283702
M. musculus,Dnah9,0.200468848
M. musculus,Dnaic1,0.209695186
M. musculus,Dnaic2,0.216964859
M. musculus,Dnaja1,0.19717903
M. musculus,Dnaja2,0.193889209
M. musculus,Dnaja3,0.206027367
M. musculus,Dnaja4,0.222584268
M. musculus,Dnajb1,0.190405388
M. musculus,Dnajb11,0.196892171
M. musculus,Dnajb12,0.202660009
M. musculus,Dnajb13,0.199333185
M. musculus,Dnajb14,0.198675993
M. musculus,Dnajb2,0.193389119
M. musculus,Dnajb3,0.195633752
M. musculus,Dnajb4,0.181889351
M. musculus,Dnajb5,0.196971923
M. musculus,Dnajb6,0.193009655
M. musculus,Dnajb7,0.183061738
M. musculus,Dnajb8,0.19502342
M. musculus,Dnajb9,0.177740953
M. musculus,Dnajc10,0.182629419
M. musculus,Dnajc11,0.203386991
M. musculus,Dnajc12,0.200805109
M. musculus,Dnajc13,0.190893952
M. musculus,Dnajc15,0.200477021
M. musculus,Dnajc16,0.194323398
M. musculus,Dnajc17,0.220660359
M. musculus,Dnajc18,0.202411883
M. musculus,Dnajc19,0.198130288
M. musculus,Dnajc2,0.198919083
M. musculus,Dnajc21,0.212979752
M. musculus,Dnajc22,0.180074367
M. musculus,Dnajc24,0.20492767
M. musculus,Dnajc25,0.19367237
M. musculus,Dnajc27,0.201742686
M. musculus,Dnajc28,0.200639647
M. musculus,Dnajc3,0.207542819
M. musculus,Dnajc30,0.180642616
