gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneName
ENSMUSG00000001542	93.0795012	-0.874636462	0.366406399	-2.387066557	0.016983416	0.078502127	Ell2
ENSMUSG00000040540	103.4785258	0.926835327	0.388270856	2.387084461	0.016982589	0.078502127	Gm9770
ENSMUSG00000022797	1191.669369	-0.265121568	0.111083982	-2.386676846	0.017001428	0.078566397	Tfrc
ENSMUSG00000054206	16.52414068	2.399356628	1.005743451	2.385654736	0.017048749	0.078766042	Gzmm
ENSMUSG00000055298	3.875358935	5.631474195	2.361140778	2.385064986	0.017076105	0.078873377	Ctsj
ENSMUSG00000109241	3.694868718	-5.132024219	2.151963137	-2.38481047	0.017087922	0.078908907	Gm7434
ENSMUSG00000020811	297.6141854	-0.519037404	0.217719477	-2.38397323	0.017126848	0.079069569	Wscd1
ENSMUSG00000028621	59.34088472	-1.197549949	0.502399618	-2.38366015	0.017141424	0.079100792	Cyb5rl
ENSMUSG00000051617	7.345373582	-3.555303609	1.491537406	-2.383650316	0.017141882	0.079100792	Krt9
ENSMUSG00000062296	575.5418012	0.571400177	0.239817949	2.382641415	0.017188929	0.079298755	Trank1
ENSMUSG00000036114	25.26497108	-2.039566719	0.856147582	-2.382260677	0.017206712	0.079361656	Rpp25l
ENSMUSG00000033585	1728.829416	0.223803328	0.093961943	2.381850799	0.017225875	0.079430886	Ndn
ENSMUSG00000109695	26.49296018	1.699464449	0.713736019	2.381082646	0.017261839	0.079577534	Gm31166
ENSMUSG00000073700	118.9974782	0.920444109	0.386605949	2.380832762	0.017273552	0.079612344	Klhl21
ENSMUSG00000032334	12.62956306	2.94019067	1.236076035	2.378648712	0.017376226	0.080066269	Loxl1
ENSMUSG00000037971	726.8667646	0.403462969	0.169627134	2.378528477	0.017381894	0.080073095	1110032A03Rik
ENSMUSG00000060441	53.88708569	1.099300766	0.462260638	2.378097281	0.017402234	0.080147492	Trim5
ENSMUSG00000042323	344.5161851	-0.486195338	0.204528969	-2.37714658	0.017447153	0.080335027	Pbrm1
ENSMUSG00000003848	45.07680641	-1.322570142	0.556430071	-2.376884734	0.017459543	0.080372727	Nob1
ENSMUSG00000068284	824.4722628	-0.357018856	0.150228458	-2.376506153	0.01747747	0.080435778	Usf3
ENSMUSG00000105359	6.622323067	-4.029907004	1.695790533	-2.376417916	0.01748165	0.080435778	Rpl21-ps10
ENSMUSG00000021541	14.32098933	2.674210923	1.125448367	2.376129374	0.017495327	0.080479348	Trpc7
ENSMUSG00000016619	251.6313153	0.623746656	0.262578944	2.375463346	0.017526933	0.08060535	Nup50
ENSMUSG00000037419	283.4619124	-0.475987269	0.200439292	-2.37472037	0.017562249	0.080748351	Endod1
ENSMUSG00000027716	93.87288862	-1.116906083	0.470379059	-2.374480881	0.017573646	0.080762056	Trpc3
ENSMUSG00000046985	163.0976397	-0.624659971	0.263072292	-2.374480281	0.017573675	0.080762056	Tapt1
ENSMUSG00000022621	99.02772779	0.846580156	0.356749133	2.373040539	0.017642327	0.081058082	Rabl2
ENSMUSG00000046761	68.51856854	0.986559974	0.415789303	2.372740152	0.017656681	0.081104547	Fam83h
ENSMUSG00000026827	3095.218256	-0.202678166	0.085452104	-2.371833537	0.017700063	0.081270256	Gpd2
ENSMUSG00000095098	291.9352261	0.566631516	0.238911641	2.37171999	0.017705503	0.081270256	Ccdc85b
ENSMUSG00000102401	18.26258698	2.667574654	1.124710708	2.37178737	0.017702275	0.081270256	Gm37864
ENSMUSG00000034793	293.417135	0.483493416	0.203923371	2.370956368	0.017742125	0.081418818	G6pc3
ENSMUSG00000063412	838.8540374	0.291862944	0.12320438	2.368933178	0.017839476	0.081845925	Gm10131
ENSMUSG00000105637	8.899831951	3.503965745	1.479391492	2.368518249	0.017859499	0.08191814	Gm42480
ENSMUSG00000117604	44.91322588	-1.252137841	0.528781358	-2.36796896	0.017886036	0.082020192	AC161438.1
ENSMUSG00000002489	594.6273434	-0.346891926	0.146531262	-2.367357798	0.017915603	0.082096729	Tiam1
ENSMUSG00000043259	257.7818505	-0.593661379	0.250753645	-2.367508471	0.01790831	0.082096729	Fam13c
ENSMUSG00000051950	122.0224043	0.767424279	0.324164887	2.367388666	0.017914109	0.082096729	B3glct
ENSMUSG00000024858	2906.649289	-0.185941629	0.078579277	-2.36629346	0.017967196	0.082313428	Grk2
ENSMUSG00000030527	235.8731091	0.520628004	0.220027842	2.366191476	0.017972147	0.082316391	Crtc3
ENSMUSG00000031585	108.7048337	0.978377941	0.413544653	2.365833858	0.017989515	0.082376217	Gtf2e2
ENSMUSG00000020020	3.904636392	5.64185985	2.385406387	2.36515668	0.018022445	0.082455956	Usp44
ENSMUSG00000029267	76.10420701	1.234193084	0.521830805	2.36512117	0.018024173	0.082455956	Mtf2
ENSMUSG00000031536	543.8156689	-0.367331995	0.155305895	-2.365216047	0.018019556	0.082455956	Polb
ENSMUSG00000077643	3.904636392	5.64185985	2.385406387	2.36515668	0.018022445	0.082455956	Gm24985
ENSMUSG00000028111	3.815351194	-5.18096632	2.192423253	-2.363123231	0.018121643	0.082882032	Ctsk
ENSMUSG00000024601	464.4823466	0.391657889	0.165800291	2.362226789	0.018165526	0.083062876	Isoc1
ENSMUSG00000039830	6.336848841	4.378886229	1.853840608	2.362061878	0.018173609	0.083079974	Olig2
ENSMUSG00000028347	746.4573535	0.337529615	0.14294685	2.361224572	0.018214697	0.08324791	Tmeff1
ENSMUSG00000069920	8.77716519	-3.419256399	1.448932101	-2.359845846	0.01828253	0.083537974	B3gnt9
ENSMUSG00000040354	231.50096	-0.547743236	0.232129204	-2.359648106	0.018292277	0.083562549	Mars
ENSMUSG00000040010	443.2220381	0.439869797	0.186463729	2.359009981	0.018323763	0.083686393	Slc7a5
ENSMUSG00000047878	15.68898652	2.635996519	1.117512528	2.35880713	0.018333782	0.083712161	A4galt
ENSMUSG00000018427	162.8208304	-0.650841197	0.275951634	-2.35853359	0.018347299	0.083753888	Ypel2
ENSMUSG00000029798	26.28764831	1.826111156	0.77429721	2.358411127	0.018353354	0.083761537	Herc6
ENSMUSG00000100600	189.3588832	-0.678048384	0.287593986	-2.357658424	0.018390606	0.083911528	A230077H06Rik
ENSMUSG00000022193	585.9063036	-0.397309081	0.168524872	-2.357569393	0.018395017	0.083911636	Psmb5
ENSMUSG00000113368	8.843015584	-3.057728074	1.297154204	-2.357258731	0.018410415	0.08396185	Gm10054
ENSMUSG00000097750	16.17015874	2.593528156	1.100300784	2.357108342	0.018417872	0.083975839	Gm4673
ENSMUSG00000089699	3.840225988	5.618979959	2.385052978	2.355914108	0.018477189	0.084226216	Gm1992
ENSMUSG00000034453	76.33933548	-1.038618887	0.440880037	-2.355785703	0.018483577	0.084235259	Polr3b
ENSMUSG00000064329	230.6726267	-0.558261157	0.23708581	-2.354679754	0.018538675	0.08446623	Scn1a
ENSMUSG00000031231	6772.071336	-0.170851644	0.072570179	-2.354295488	0.018557852	0.084533471	Cox7b
ENSMUSG00000000126	138.3959723	0.762141449	0.323774862	2.353924096	0.018576404	0.084597828	Wnt9a
ENSMUSG00000084320	7.407125574	-3.57806876	1.520278119	-2.353561967	0.018594508	0.084660119	Gm14125
ENSMUSG00000056999	519.3475405	-0.381344081	0.162061817	-2.353077912	0.018618732	0.084750237	Ide
ENSMUSG00000038646	515.810753	0.383189564	0.162864835	2.352807249	0.01863229	0.084791769	Ramac
ENSMUSG00000047379	3.910491883	5.643946763	2.399254121	2.352375563	0.01865393	0.084870057	B4gat1
ENSMUSG00000071267	49.90782566	-1.138811401	0.484260009	-2.351652789	0.018690212	0.085014907	Zfp942
ENSMUSG00000111059	3.773787045	5.595002046	2.379385559	2.351448265	0.01870049	0.085041434	Gm33838
ENSMUSG00000030082	924.4763273	0.273842837	0.116482448	2.350936481	0.01872623	0.085138247	Sec61a1
ENSMUSG00000000056	1462.613537	-0.286659524	0.122050726	-2.348691679	0.0188395	0.085632868	Narf
ENSMUSG00000066671	9.822429118	2.744621395	1.16932855	2.347177272	0.018916252	0.085961312	Olfr220
ENSMUSG00000036873	258.0642374	0.60873284	0.259372456	2.34694481	0.018928058	0.08599453	2410004B18Rik
ENSMUSG00000039108	680.5180481	0.315487298	0.134446111	2.346570648	0.018947074	0.08606048	Lsm14b
ENSMUSG00000021890	101.2157113	-0.846764741	0.360893741	-2.346299326	0.018960873	0.086102713	Eaf1
ENSMUSG00000116518	3.781048878	5.597603981	2.38706629	2.344972154	0.019028501	0.086389303	Gm49494
ENSMUSG00000020171	128.3429383	0.795495296	0.339390533	2.343893591	0.019083615	0.086618962	Yeats4
ENSMUSG00000000489	144.7107869	-0.701833606	0.299565275	-2.342840322	0.019137572	0.086839387	Pdgfb
ENSMUSG00000041974	181.4512782	0.638667785	0.272612425	2.34276844	0.019141259	0.086839387	Spidr
ENSMUSG00000098449	10.83329847	2.45307417	1.047154198	2.342610262	0.019149375	0.086855606	Gm7467
ENSMUSG00000003190	6.452124636	4.495531418	1.919101911	2.342518337	0.019154093	0.086856409	Bcl2l12
ENSMUSG00000026335	1370.119683	-0.265650567	0.113416603	-2.342254652	0.019167632	0.08687661	Pam
ENSMUSG00000110545	269.0565574	-0.621101373	0.265169148	-2.342283702	0.01916614	0.08687661	Gm7730
ENSMUSG00000034394	64.71029315	1.16117092	0.495803064	2.342000288	0.0191807	0.086915246	Lif
ENSMUSG00000042532	1753.651364	-0.223552204	0.095476771	-2.341430303	0.019210012	0.087027453	Golga7b
ENSMUSG00000086859	38.66854245	1.296133338	0.553658983	2.341031896	0.019230524	0.087099748	Snhg20
ENSMUSG00000086769	3.787722602	5.60005779	2.39345975	2.33973343	0.019297508	0.087382442	Gm15587
ENSMUSG00000021495	154.573829	0.696321126	0.297620072	2.339630928	0.019302804	0.087385738	Fam193b
ENSMUSG00000032777	875.6983793	0.29213474	0.124870028	2.339510483	0.01930903	0.087393235	Gtf3c1
ENSMUSG00000073929	22.76108895	2.515912348	1.075879768	2.338469801	0.01936289	0.087604731	Trim30e-ps1
ENSMUSG00000082087	27.81125543	1.552864604	0.664062711	2.338430659	0.019364919	0.087604731	Gm12138
ENSMUSG00000018666	268.7913356	0.554152078	0.23701837	2.338013199	0.019386563	0.087681911	Cbx1
ENSMUSG00000085837	19.36604293	-1.852891164	0.792557778	-2.33786257	0.019394379	0.08769652	Kcnmb4os2
ENSMUSG00000024810	3.5137281	-5.060222602	2.164722116	-2.337585303	0.019408771	0.087740857	Il33
ENSMUSG00000037703	1277.759016	0.298454126	0.127686686	2.337394243	0.019418694	0.087764973	Lzts3
ENSMUSG00000091811	162.9565814	0.636202049	0.27221355	2.337143203	0.019431739	0.087803184	Inafm1
ENSMUSG00000059195	5516.320169	-0.180472124	0.077228939	-2.336845823	0.019447202	0.0878523	Gm12715
ENSMUSG00000029651	427.1549958	-0.462033922	0.197740197	-2.336570553	0.019461525	0.087896243	Mtus2
ENSMUSG00000039128	342.8245385	-0.425443662	0.182099722	-2.33632242	0.019474444	0.087933826	Cdc123
ENSMUSG00000059252	18.30586509	-1.930930378	0.826560907	-2.336101746	0.019485939	0.08794421	Tpt1-ps5
ENSMUSG00000078640	6.69556752	4.55168072	1.948382573	2.336132946	0.019484314	0.08794421	Gm11627
ENSMUSG00000032087	191.8699114	-0.564195945	0.241526457	-2.335959186	0.019493369	0.087956986	Dscaml1
ENSMUSG00000056895	315.9544853	0.470869794	0.201632678	2.335285133	0.01952853	0.088094858	Hist3h2ba
ENSMUSG00000005625	521.7911111	-0.413110584	0.17693261	-2.334847064	0.019551412	0.088135717	Psmd4
ENSMUSG00000011096	460.4826138	-0.422727966	0.18104254	-2.33496484	0.019545258	0.088135717	Akt1s1
ENSMUSG00000096197	27.90199531	-1.751790432	0.750255804	-2.334924198	0.019547381	0.088135717	4930555G01Rik
ENSMUSG00000067873	805.6803505	0.371408029	0.159108218	2.334310781	0.019579455	0.088241336	Htatsf1
ENSMUSG00000054263	106.2910156	-0.784433796	0.336058817	-2.334215791	0.019584425	0.088242946	Lifr
ENSMUSG00000047193	210.7387018	0.668227738	0.286351279	2.333594385	0.019616971	0.088368771	Dync2h1
ENSMUSG00000105597	9.393614598	2.873650848	1.231536364	2.333386924	0.019627847	0.088396946	4633401B06Rik
ENSMUSG00000029201	85.83099901	-0.902764101	0.386972818	-2.332887633	0.019654044	0.088487258	Ugdh
ENSMUSG00000052861	28.8045154	1.560192717	0.668798745	2.332828414	0.019657153	0.088487258	Dnah6
ENSMUSG00000030987	753.9244782	-0.358200397	0.153572239	-2.3324554	0.019676747	0.088554619	Stim1
ENSMUSG00000026857	141.5946414	0.704516676	0.302098199	2.332078373	0.019696569	0.088622975	Ntmt1
ENSMUSG00000004936	821.9179364	0.293434581	0.125847247	2.331672629	0.01971792	0.088698178	Map2k1
ENSMUSG00000082361	3.792367788	5.60173856	2.403095844	2.331050829	0.01975068	0.088803773	Btc
ENSMUSG00000111740	3.792367788	5.60173856	2.403095844	2.331050829	0.01975068	0.088803773	Gm49783
ENSMUSG00000039637	377.270073	-0.466093372	0.200015348	-2.330288035	0.019790933	0.088963847	Coro7
ENSMUSG00000020312	596.451919	0.392703801	0.168534671	2.330106901	0.019800502	0.088965045	Shc2
ENSMUSG00000023809	2356.497151	0.267916059	0.114979503	2.33012017	0.019799801	0.088965045	Rps6ka2
ENSMUSG00000041144	30.24364356	1.404040839	0.602814111	2.329143947	0.019851441	0.089172972	Dnah7b
ENSMUSG00000042401	452.3614004	-0.393544237	0.168992556	-2.328766703	0.019871428	0.089241796	Crtac1
ENSMUSG00000045639	218.8682276	0.539914125	0.231954561	2.327671949	0.01992953	0.089481717	Zfp629
ENSMUSG00000045975	190.2569289	0.593088022	0.254954212	2.326253086	0.020005053	0.08979973	C2cd2
ENSMUSG00000038260	88.25608884	-0.820214677	0.352610738	-2.326119396	0.020012182	0.089810654	Trpm4
ENSMUSG00000025512	349.8599249	0.451006993	0.193898671	2.325993211	0.020018913	0.089819786	Chid1
ENSMUSG00000044757	331.3106939	0.454709546	0.1955383	2.325424466	0.020049274	0.089934914	Gm6430
ENSMUSG00000052698	4059.273335	-0.224896368	0.096749511	-2.324522012	0.020097533	0.09013025	Tln2
ENSMUSG00000115271	14.51902548	2.363330523	1.017171188	2.323434394	0.020155828	0.090370494	4930529K09Rik
ENSMUSG00000082575	11.42577135	-2.503796655	1.077862306	-2.322928116	0.020183014	0.090471178	Gm13050
ENSMUSG00000059714	1057.211884	0.25742079	0.110828084	2.322703616	0.02019508	0.090504052	Flot1
ENSMUSG00000116433	3.071166521	5.296428461	2.28044001	2.322546718	0.020203516	0.090520649	Gm49553
ENSMUSG00000031532	931.4931094	-0.314886633	0.135602937	-2.322122524	0.020226339	0.09058047	Saraf
ENSMUSG00000086174	12.41853446	2.379815146	1.024824412	2.322168674	0.020223855	0.09058047	Gm6425
ENSMUSG00000097509	11.9985388	2.61291661	1.125380703	2.321806836	0.020243339	0.09063538	B230322F03Rik
ENSMUSG00000020641	29.70890378	1.790968225	0.771901294	2.320203683	0.020329861	0.090995485	Rsad2
ENSMUSG00000031642	424.8746097	-0.412505993	0.177793547	-2.320140411	0.020333283	0.090995485	Sh3rf1
ENSMUSG00000026971	5.279758656	4.188284009	1.805275164	2.320025276	0.02033951	0.091002061	Itgb6
ENSMUSG00000036907	8.470404993	-3.33639374	1.438330961	-2.319628675	0.020360973	0.091076786	C1ql2
ENSMUSG00000030763	489.7410382	-0.459029025	0.197934526	-2.319095276	0.020389871	0.091163408	Lcmt1
ENSMUSG00000060680	386.1255828	0.434583764	0.187392187	2.319113573	0.020388879	0.091163408	Gm8894
ENSMUSG00000021428	55.3462811	1.021109925	0.44034791	2.318870834	0.020402041	0.091196503	Riok1
ENSMUSG00000038886	902.943132	-0.297625429	0.128394064	-2.318062224	0.02044594	0.091371375	Man2a2
ENSMUSG00000031990	42.43842858	1.497905748	0.646378774	2.317380781	0.020482998	0.091515606	Jam3
ENSMUSG00000067925	1948.54178	0.231668987	0.099979055	2.317175198	0.02049419	0.091544225	Rtl8a
ENSMUSG00000102101	3.479778062	-5.046901127	2.181230426	-2.313786323	0.020679446	0.092350166	Zbtb11os1
ENSMUSG00000041161	156.2676072	0.67343301	0.291131699	2.313155913	0.020714069	0.092483191	Otud3
ENSMUSG00000025204	2936.213977	-0.209681513	0.090658406	-2.312874481	0.020729541	0.092518278	Ndufb8
ENSMUSG00000030127	534.2277727	-0.383578131	0.165847454	-2.312837022	0.020731601	0.092518278	Cops7a
ENSMUSG00000006932	17188.67255	-0.16820223	0.072731119	-2.312658365	0.02074143	0.092518967	Ctnnb1
ENSMUSG00000024644	362.5567364	0.415197487	0.179529216	2.312701501	0.020739056	0.092518967	Cndp2
ENSMUSG00000118252	328.7507472	0.568745741	0.24598052	2.312157653	0.020768997	0.092620332	AC165327.2
ENSMUSG00000042709	161.3093528	0.641127131	0.277330886	2.311776881	0.020789982	0.092692305	Atpaf2
ENSMUSG00000031559	3.493302263	-5.052196042	2.186070246	-2.311085863	0.020828113	0.092840669	4930555F03Rik
ENSMUSG00000027790	3.667245035	5.552106342	2.402509161	2.310961569	0.020834978	0.092849632	Sis
ENSMUSG00000028788	3520.74167	0.204112265	0.088342134	2.310474691	0.020861888	0.092904618	Ptp4a2
ENSMUSG00000034152	825.9040562	0.312426565	0.135220876	2.310490619	0.020861007	0.092904618	Exoc3
ENSMUSG00000055692	242.1587989	0.53818031	0.232926833	2.310512287	0.020859809	0.092904618	Tmem191c
ENSMUSG00000110236	3.962883778	4.648055035	2.012148996	2.309995455	0.020888406	0.093001056	Gm40493
ENSMUSG00000030889	136.314932	0.705835192	0.305643896	2.309338422	0.020924809	0.093141453	Vwa3a
ENSMUSG00000083705	29.37076845	-1.959047373	0.848514344	-2.308797001	0.020954849	0.093253464	Gm8624
ENSMUSG00000004626	440.1158611	0.471979494	0.204440856	2.308635875	0.020963795	0.093271578	Stxbp2
ENSMUSG00000022425	205.6070967	-0.568172522	0.246136106	-2.308367231	0.02097872	0.093316274	Enpp2
ENSMUSG00000103251	4.573138238	5.871456643	2.543757493	2.308182545	0.020988986	0.09334023	Gm37519
ENSMUSG00000050334	300.889055	-0.478861016	0.207500666	-2.307756531	0.021012682	0.093423888	C130071C03Rik
ENSMUSG00000091617	235.0351912	-0.59374219	0.257425159	-2.306465278	0.021084648	0.093722069	Gm3752
ENSMUSG00000021798	18.91955555	2.199418331	0.953687247	2.306226006	0.021098007	0.093759662	Ldb3
ENSMUSG00000106056	3.6581507	5.548668935	2.407149386	2.305078766	0.021162163	0.094001087	4930500L23Rik
ENSMUSG00000112598	3.6581507	5.548668935	2.407149386	2.305078766	0.021162163	0.094001087	Gm40552
ENSMUSG00000021113	196.7040785	-0.747183732	0.324206936	-2.304650672	0.021186146	0.094078307	Snapc1
ENSMUSG00000111022	3.822659514	5.612685048	2.435434494	2.304592902	0.021189384	0.094078307	Gm36367
ENSMUSG00000096647	9.432165273	-2.602521009	1.12947138	-2.304193851	0.021211764	0.094155817	Gm6223
ENSMUSG00000092325	14.04486898	-2.49570174	1.083277642	-2.303843117	0.021231452	0.094221341	Gm18284
ENSMUSG00000091697	23.63408357	-1.787128796	0.775854295	-2.303433527	0.021254463	0.094301581	Eif3s6-ps2
ENSMUSG00000015882	278.0556444	-0.46974402	0.204000837	-2.302657317	0.021298132	0.09445151	Lcorl
ENSMUSG00000106061	3.637149346	5.54075961	2.40622941	2.302673049	0.021297246	0.09445151	Gm43773
ENSMUSG00000032449	403.5528094	-0.415377149	0.180416538	-2.302323024	0.021316962	0.094513106	Slc25a36
ENSMUSG00000039367	375.9499085	-0.472013167	0.205036832	-2.302089639	0.021330118	0.094549516	Sec24c
ENSMUSG00000103183	14.92045798	2.311458031	1.004221018	2.301742336	0.021349707	0.094614423	Gm37090
ENSMUSG00000023147	548.8640117	0.344296838	0.14966067	2.300516477	0.021418977	0.094844073	Wrb
ENSMUSG00000024259	255.326024	-0.56752253	0.24669805	-2.300474326	0.021421362	0.094844073	Slc25a46
ENSMUSG00000034227	123.6626157	0.775155219	0.336942929	2.300553455	0.021416884	0.094844073	Foxj1
ENSMUSG00000038608	119.619602	-0.789151995	0.343006134	-2.300693532	0.02140896	0.094844073	Dock10
ENSMUSG00000028600	18.40279593	-2.226866375	0.968065202	-2.300326848	0.02142971	0.094859074	Podn
ENSMUSG00000019987	4.384364867	-5.377628307	2.338821613	-2.299289641	0.021488498	0.095075294	Arg1
ENSMUSG00000047824	483.8060319	0.400938362	0.174372319	2.29932345	0.021486579	0.095075294	Pygo2
ENSMUSG00000044788	49.71628602	1.142828275	0.497246147	2.298314995	0.021543868	0.095298232	Fads6
ENSMUSG00000056515	511.0293143	-0.389942288	0.169675018	-2.298171493	0.02155203	0.095312298	Rab31
ENSMUSG00000007038	149.3122513	0.661718769	0.287951124	2.29802461	0.021560388	0.095327219	Neu1
ENSMUSG00000049657	144.3239084	0.663514752	0.288800486	2.297484889	0.021591124	0.095441052	Zbtb5
ENSMUSG00000023972	82.57576112	0.915357197	0.398435333	2.297379577	0.021597126	0.095445523	Ptk7
ENSMUSG00000024935	125.0971619	-0.751453292	0.327112118	-2.297234652	0.021605387	0.095459978	Slc1a1
ENSMUSG00000061724	1340.089631	0.326630518	0.142230633	2.29648503	0.021648164	0.09562689	Gm2423
ENSMUSG00000084289	384.9468669	-0.429218612	0.186970651	-2.295646991	0.021696074	0.095816394	Gm6977
ENSMUSG00000031266	76.08554763	-0.989931688	0.431373969	-2.294834087	0.021742634	0.095999854	Gla
ENSMUSG00000073274	3.616147991	5.532810458	2.411402427	2.294436796	0.021765422	0.096078287	Gm14636
ENSMUSG00000031072	120.5072818	0.749776017	0.326814811	2.294192283	0.021779456	0.096118058	LTO1
ENSMUSG00000038335	303.0341638	-0.500975403	0.21850734	-2.292716581	0.021864327	0.096470355	Tsr1
ENSMUSG00000106273	3.396258561	-5.010703832	2.185654095	-2.292542011	0.021874386	0.096492478	Gm43767
ENSMUSG00000026715	6.705128209	3.444583509	1.502699732	2.292263342	0.021890452	0.096541082	Serpinc1
ENSMUSG00000024038	2961.03546	0.199873112	0.087215064	2.291726936	0.021921405	0.096638505	Ndufv3
ENSMUSG00000089988	3.459352225	-5.038788373	2.198706831	-2.291705425	0.021922647	0.096638505	Gm16238
ENSMUSG00000036330	4.51726711	5.852231153	2.553824857	2.291555404	0.021931311	0.096654422	Slc18a1
ENSMUSG00000016024	31.14596462	1.411255048	0.616050728	2.290809804	0.021974416	0.096822083	Lbp
ENSMUSG00000024442	296.2800812	-0.507716439	0.221654343	-2.290577444	0.021987865	0.096852708	Dele1
ENSMUSG00000097961	83.94991643	1.179214385	0.514825056	2.290514753	0.021991494	0.096852708	Gm27000
ENSMUSG00000000861	389.0563741	-0.437641373	0.191131396	-2.289740892	0.022036341	0.097027878	Bcl11a
ENSMUSG00000118245	33.1845536	1.731374693	0.756376086	2.289039439	0.022077061	0.097184798	AC109138.11
ENSMUSG00000039748	5.33189857	-5.659918271	2.472767137	-2.288900635	0.022085126	0.097197932	Exo1
ENSMUSG00000028849	833.1556617	-0.277167715	0.121108471	-2.288590664	0.022103147	0.097254863	Map7d1
ENSMUSG00000006289	136.0306972	-0.67893193	0.296847	-2.287144324	0.022187401	0.097586896	Osgep
ENSMUSG00000052981	2548.140434	0.190556697	0.08331731	2.287120129	0.022188812	0.097586896	Ube2ql1
ENSMUSG00000008690	1414.013943	-0.242922638	0.106218009	-2.287019319	0.022194695	0.097590331	Ncaph2
ENSMUSG00000023918	3.441618302	-5.028953814	2.199465941	-2.286443141	0.022228347	0.097715833	Adgrf4
ENSMUSG00000071657	221.098882	-0.569999728	0.249503463	-2.284536344	0.022340029	0.098184223	Bscl2
ENSMUSG00000097136	3.583239619	5.520296672	2.417257609	2.283702263	0.022389035	0.098376998	Gm26772
ENSMUSG00000054302	401.844049	0.452895131	0.198329865	2.283544793	0.022398297	0.098395093	Eapp
ENSMUSG00000104950	20.78454565	-2.21730792	0.971118357	-2.283251989	0.022415529	0.098448181	4833413G10Rik
ENSMUSG00000106843	3.587884804	5.522073628	2.419500296	2.282319881	0.022470462	0.098666786	Gm42458
ENSMUSG00000081319	14.65653297	-2.740998624	1.201071926	-2.282126961	0.022481846	0.098694116	Gm12936
ENSMUSG00000050830	17.22055775	-2.206979324	0.96727494	-2.281646338	0.022510229	0.09879604	Vwc2
ENSMUSG00000052681	387.6301439	0.451114952	0.197727765	2.28149523	0.022519159	0.09881256	Rap1b
ENSMUSG00000034424	505.7164049	-0.355604947	0.155894211	-2.281065764	0.022544556	0.098893873	Gcsh
ENSMUSG00000086313	3.103878858	5.310804601	2.328271905	2.281007037	0.02254803	0.098893873	Gm15940
ENSMUSG00000026083	840.8050447	0.311412299	0.136559584	2.280413352	0.022583184	0.099002652	Eif5b
ENSMUSG00000026594	389.2750007	-0.402297249	0.176407695	-2.280497169	0.022578219	0.099002652	Ralgps2
ENSMUSG00000114088	4.461653779	5.837040559	2.559783634	2.280286694	0.02259069	0.099012864	Gm47898
ENSMUSG00000111067	3.595146637	5.524812929	2.423082256	2.280076508	0.022603151	0.099044782	Gm48714
ENSMUSG00000085289	14.4573759	2.210101573	0.96947264	2.279694631	0.022625806	0.099113828	Gm15337
ENSMUSG00000100071	3.64382307	5.543323562	2.431670228	2.279636234	0.022629272	0.099113828	Gm28707
ENSMUSG00000074794	189.8255437	0.637231204	0.279553896	2.279457425	0.022639888	0.099137623	Arrdc3
ENSMUSG00000040624	115.7089825	-0.802478897	0.352083647	-2.279227973	0.022653517	0.099174599	Plekhg1
ENSMUSG00000058317	271.5042406	-0.506298597	0.222152448	-2.27905927	0.022663542	0.099195783	Ube2e2
ENSMUSG00000020986	1693.648954	0.24585311	0.107884854	2.278847328	0.022676142	0.09920553	Sec23a
ENSMUSG00000034640	74.37484946	0.958828655	0.420739569	2.278912484	0.022672268	0.09920553	Tiparp
ENSMUSG00000026443	515.5068687	-0.376239903	0.16514994	-2.278171602	0.022716356	0.099336016	Lrrn2
ENSMUSG00000089682	2365.058456	0.214353224	0.0940887	2.278203699	0.022714444	0.099336016	Bcl2l2
ENSMUSG00000018500	3.633889552	-5.106643747	2.242287383	-2.277426072	0.022760795	0.099507593	Adora2b
ENSMUSG00000035486	8.83731027	3.21697661	1.412833678	2.276967672	0.022788156	0.099604448	Plk5
ENSMUSG00000014980	43.28046554	-1.197501756	0.525988018	-2.276671167	0.02280587	0.099622302	Tsen15
ENSMUSG00000027770	271.5509459	-0.520129743	0.228463989	-2.276637754	0.022807866	0.099622302	Dhx36
ENSMUSG00000074028	3.036229609	5.280977216	2.319604895	2.276671009	0.022805879	0.099622302	Slc22a13
ENSMUSG00000021822	42.63885152	-1.214484693	0.533513198	-2.276391096	0.022822612	0.099641201	Plau
ENSMUSG00000049807	2273.999404	-0.206983363	0.09092606	-2.27639209	0.022822553	0.099641201	Arhgap23
ENSMUSG00000079685	3.404077911	-5.01383044	2.202939204	-2.275973132	0.022847618	0.09972761	Ulbp1
ENSMUSG00000027395	46.40446608	-1.190393089	0.523102716	-2.275639283	0.022867608	0.099792092	Polr1b
ENSMUSG00000056091	239.0226739	-0.591800104	0.260121284	-2.27509297	0.022900353	0.099912194	St3gal5
ENSMUSG00000002409	89.82417543	-0.964786134	0.424242985	-2.274135736	0.022957827	0.100117271	Dyrk1b
ENSMUSG00000035104	3.934031199	4.643109138	2.041626221	2.274220957	0.022952705	0.100117271	Eva1a
ENSMUSG00000034930	60.36450056	1.03126228	0.453668818	2.273161037	0.023016477	0.100350162	Rtkn
ENSMUSG00000026154	143.6538577	0.709803328	0.312430649	2.271874833	0.023094071	0.10066552	Sdhaf4
ENSMUSG00000053841	239.9229357	0.559171696	0.246159427	2.271583511	0.023111678	0.100719312	Txlna
