"gene_id","hl.dnCaf1","hl.GFP","gene_name","m6a.enrich","TPU.length","ARE.cts","tAI"
"ENSMUSG00000036892",NA,NA,"Prodh2",-3.748511569,420,0,0.205407223
"ENSMUSG00000036893",4.1032278238634,3.09614436767985,"Ehmt1",0.987517139,2022,3,0.214325241
"ENSMUSG00000036894",3.99331165764125,2.18539418319158,"Rap2b",1.932199694,2822,10,0.222523047
"ENSMUSG00000036896",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036898",2.54221128083777,2.4706228116094,"Zfp157",3.060284152,3449,12,0.199029933
"ENSMUSG00000036899",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036902",10.5861123467756,3.36114926188951,"Neto2",2.694304472,3948,22,0.189136731
"ENSMUSG00000036904",3.48002284095498,4.53766003236815,"Fzd8",2.956883773,3159,9,0.205177347
"ENSMUSG00000036905",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036907",NA,NA,"C1ql2",-0.843256928,600,0,0.208173545
"ENSMUSG00000036908",1.67835819412919,NA,"Unc93b1",-1.833600749,712,0,0.199489399
"ENSMUSG00000036912",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036913",9.17015148295505,3.84799293377912,"Trim67",1.952445446,5619,4,0.220521775
"ENSMUSG00000036915",NA,NA,"Kirrel2",0.178303089,583,0,0.194945876
"ENSMUSG00000036916",3.40830415315757,2.10742003597513,"Zfp280c",0.119960945,1664,6,0.192907517
"ENSMUSG00000036918",3.65398167498779,3.5085780429448,"Ttc7",-0.337240973,1699,1,0.212602506
"ENSMUSG00000036921",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036923",2.39761189893138,NA,"Stox1",1.599120906,601,2,0.197935182
"ENSMUSG00000036924",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036925",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036928",NA,3.41708394303614,NA,NA,NA,NA,NA
"ENSMUSG00000036931",NA,2.77752238647867,"Nfkbid",-2.140506627,559,1,0.202216884
"ENSMUSG00000036932",7.53694845197166,3.4644185384484,"Aifm1",-0.589165508,173,0,0.195114532
"ENSMUSG00000036934",3.34398799150391,2.23386684386569,"4921524J17Rik",-0.762369411,1013,8,0.20209818
"ENSMUSG00000036938",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036940",6.69748569342755,2.41345381722003,"Kdm1a",0.209195027,308,1,0.197989179
"ENSMUSG00000036941",3.11063654326644,2.36101441764527,"Elac1",0.490088605,3796,6,0.202045943
"ENSMUSG00000036943",5.40665439562794,2.48481613957282,"Rab8b",0.689079836,4055,17,0.193023753
"ENSMUSG00000036944",NA,NA,"Tmem71",-1.229987087,1707,3,0.182600677
"ENSMUSG00000036948",7.39589881568665,5.68134782285057,"BC037034",-2.066442856,585,0,0.19493552
"ENSMUSG00000036949",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036951",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036955",8.65859538682459,3.56420044128574,"Kif1bp",0.185469515,1404,1,0.214751958
"ENSMUSG00000036957",5.60488067564997,2.3645747823215,"Lrfn3",1.043122029,149,0,0.201089744
"ENSMUSG00000036958",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036959",4.71401963541287,3.32683016289633,"Bcorl1",2.367033896,1850,4,0.197993473
"ENSMUSG00000036960",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036961",NA,NA,"Wnt8b",2.716036148,2191,2,0.215870719
"ENSMUSG00000036962",NA,NA,"Cfap221",1.56105937,178,1,0.193264679
"ENSMUSG00000036964",NA,NA,"Trim17",-0.94033122,2072,0,0.23069488
"ENSMUSG00000036966",NA,5.34478088449244,"Spryd3",-2.316858586,1051,1,0.203936543
"ENSMUSG00000036968",3.24691308930112,2.34623660042973,"Cnpy4",0.346121679,1017,1,0.211354432
"ENSMUSG00000036972",NA,NA,"Zic4",1.999316036,2813,11,0.183503009
"ENSMUSG00000036975",4.34372820407025,2.57401808165957,"Tmem177",1.001068871,2122,2,0.189079724
"ENSMUSG00000036977",5.16578384503764,2.63212647667484,"Anapc10",-0.654868534,3897,5,0.186841327
"ENSMUSG00000036980",6.43936541631955,3.89224733664662,"Taf6",-1.711859049,150,0,0.206674638
"ENSMUSG00000036983",2.62530539510837,NA,"Tfb1m",1.433945246,296,1,0.182441946
"ENSMUSG00000036985",9.25188919455118,4.66452265434951,"Zdhhc9",0.018352392,1556,1,0.195049642
"ENSMUSG00000036986",3.1500122106583,1.99243491792429,"Pml",0.078460688,2471,2,0.207557962
"ENSMUSG00000036989",7.09666897114663,3.54790213823643,"Trim3",0.879176294,588,1,0.207653899
"ENSMUSG00000036990",4.18798056475182,2.68038288031511,"Otud4",0.930866034,3742,13,0.191848617
"ENSMUSG00000036992",2.76910427353698,2.6015416629311,"Nxt1",0.657575184,264,0,0.197139117
"ENSMUSG00000036995",2.5354657741401,3.02562867877361,"Asap3",-0.328114564,1356,0,0.204649205
"ENSMUSG00000037001",2.41297993943703,2.00381305736482,"Zfp39",3.209149721,1625,4,0.205923086
"ENSMUSG00000037003",2.4606002262207,NA,"Tns2",0.739260465,405,0,0.19586355
"ENSMUSG00000037005",NA,NA,"Xpnpep2",-0.07130949,1052,2,0.189214269
"ENSMUSG00000037007",2.49737600351276,1.55245031526922,"Zfp113",1.452310018,4965,8,0.197210143
"ENSMUSG00000037010",NA,NA,"Apln",-1.41179114,2562,5,0.180888254
"ENSMUSG00000037012",13.1879071697222,5.63324018678408,"Hk1",0.04839194,1054,0,0.20671381
"ENSMUSG00000037013",4.78961272369917,2.01091605721995,"Ss18",0.332147015,3087,9,0.204222855
"ENSMUSG00000037014",NA,NA,"Sstr4",0.854981039,139,1,0.202287911
"ENSMUSG00000037016",3.57540642647363,1.72035884114136,"Frem2",1.182777356,2594,6,0.188387622
"ENSMUSG00000037017",4.47688598559169,2.36900140562573,"Zscan21",0.997146526,382,0,0.204975488
"ENSMUSG00000037020",2.95833615316958,NA,"Wdr62",-1.317525416,83,0,0.203934501
"ENSMUSG00000037022",4.76605776787582,2.46434391640811,"Mmaa",1.442492917,4330,17,0.189577014
"ENSMUSG00000037025",NA,NA,"Foxa2",1.241587136,637,4,0.213629239
"ENSMUSG00000037028",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037029",3.42559350023605,2.00945680379562,"Zfp146",3.83049701,468,3,0.219051122
"ENSMUSG00000037031",4.17550277195982,1.73326794119871,"Tspan15",-0.840788371,2617,1,0.20804637
"ENSMUSG00000037032",14.6651064934227,5.75477757096184,"Apbb1",0.172619947,400,0,0.204193655
"ENSMUSG00000037033",NA,NA,"Clca3b",-2.340737724,154,1,0.178654131
"ENSMUSG00000037034",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037035",3.75041545716674,2.07265921233536,"Inhbb",1.297724986,1857,7,0.20688742
"ENSMUSG00000037049",NA,4.169160286755,"Smpd1",0.414820129,356,0,0.192635114
"ENSMUSG00000037053",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037058",NA,4.12426387690919,"Paip2",-1.480092613,932,1,0.175802667
"ENSMUSG00000037060",7.5043473736388,NA,"Cavin3",-1.258682358,738,2,0.211324194
"ENSMUSG00000037062",10.5126717597576,3.95680194160783,"Sh3glb1",1.021581571,4514,11,0.195823843
"ENSMUSG00000037064",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037070",5.89493827673237,2.80186624199458,"Rbmxl1",2.7043283,277,0,0.165406394
"ENSMUSG00000037071",NA,16,"Scd1",-0.32263466,3464,6,0.193415452
"ENSMUSG00000037072",15.1132060604397,NA,"Selenof",-2.316562802,780,5,0.19586105
"ENSMUSG00000037075",5.0845632047505,2.42143165198609,"Rnf139",3.314052276,2256,5,0.184175524
"ENSMUSG00000037085",3.54248922996762,2.72087281459966,"Trmt12",2.287123887,3032,3,0.195668327
"ENSMUSG00000037086",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037089",6.60526519627408,3.49365306201852,"Slc35b2",-1.001887348,427,0,0.18991619
"ENSMUSG00000037095",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037096",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037098",4.89749354688533,3.09911012513701,"Rab11fip3",1.254620137,1736,0,0.214382582
"ENSMUSG00000037101",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037103",5.65929505929464,3.61916167767827,"Dcaf15",-2.385036466,381,2,0.198140042
"ENSMUSG00000037104",4.85452298264136,2.57699080429266,"Socs5",2.260946397,2595,5,0.187001329
"ENSMUSG00000037106",NA,NA,"Fer1l6",2.461569608,39,0,0.201306165
"ENSMUSG00000037108",NA,4.6169037957832,NA,NA,NA,NA,NA
"ENSMUSG00000037110",3.47267055123422,3.15793777095443,"Ralgapa2",1.236958414,5157,13,0.189997932
"ENSMUSG00000037111",4.00900478708455,3.43296316147581,"Setd7",-0.300883283,5988,18,0.193327484
"ENSMUSG00000037112",3.82090329095085,3.21081871845186,"Sik2",0.988376542,2524,8,0.191527958
"ENSMUSG00000037119",5.83299650206413,2.67869723981078,"Fam91a1",1.191994397,2808,11,0.184700366
"ENSMUSG00000037124",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037126",5.97618987248631,9.32525503824949,"Psd",-0.742914339,612,0,0.211409684
"ENSMUSG00000037129",NA,NA,"Tmprss13",1.155769572,1563,3,0.201650239
"ENSMUSG00000037130",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037134",4.42784896664473,2.42328253025389,"Prmt9",2.400576537,89,0,0.199990466
"ENSMUSG00000037138",5.49200391458662,2.97408049894149,"Aff3",1.215028649,2123,4,0.203819962
"ENSMUSG00000037139",NA,NA,"Myom3",1.177610687,1145,1,0.204314697
"ENSMUSG00000037140",NA,NA,"Tas2r108",2.335256449,56,0,0.178700864
"ENSMUSG00000037143",NA,NA,"Cfap61",0.127652032,2688,10,0.191347442
"ENSMUSG00000037145",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037148",NA,2.60185939180959,"Arhgap10",-0.447591089,553,1,0.198585895
"ENSMUSG00000037149",10.8651928623469,4.5585863209869,"Ddx1",-0.964777758,2525,4,0.199550745
"ENSMUSG00000037151",5.17571519196878,4.00856880750765,"Lrrc20",0.673130043,2507,2,0.199275227
"ENSMUSG00000037152",6.2111118170493,NA,"Ndufc1",-2.681025381,943,1,0.175389816
"ENSMUSG00000037157",NA,NA,"Il22ra1",1.248789387,775,0,0.192159592
"ENSMUSG00000037159",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037161",NA,NA,"Mgarp",-1.548732152,340,6,0.205699761
"ENSMUSG00000037166",NA,NA,"Ppp1r14a",-2.120018448,483,1,0.18809696
"ENSMUSG00000037167",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037169",1.9338851664488,1.5504704535915,"Mycn",0.325574713,913,2,0.208273954
"ENSMUSG00000037171",NA,NA,"Nodal",4.820090111,702,1,0.196941066
"ENSMUSG00000037172",4.00377354963841,2.23924903941557,"E330009J07Rik",0.691544017,5364,9,0.205488395
"ENSMUSG00000037174",3.72623278204714,2.44621047672989,"Elf2",0.958113522,3641,9,0.205816051
"ENSMUSG00000037185",NA,NA,"Krt80",1.353999758,2648,1,0.22378739
"ENSMUSG00000037188",3.03205637907237,NA,"Grhl3",-0.686873115,771,2,0.204227165
"ENSMUSG00000037190",NA,3.6412272062944,"Cyb561d2",-0.973514694,875,0,0.194372473
"ENSMUSG00000037196",NA,4.60672888389098,"Pacrg",-0.013669188,306,0,0.198713899
"ENSMUSG00000037197",6.99969747085716,3.05170753263868,"Rbm17",0.25057404,188,0,0.202424562
"ENSMUSG00000037202",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037204",4.68630809951784,3.13143058942188,"Atg101",-0.562220297,273,0,0.218006371
"ENSMUSG00000037206",NA,NA,"Islr",1.508047347,668,0,0.204652019
"ENSMUSG00000037210",3.74705928241364,2.63172837402309,"Fam193a",1.011222197,1878,2,0.203602573
"ENSMUSG00000037211",3.782881055752,1.93074327002704,"Spry1",1.407786613,1047,5,0.219998642
"ENSMUSG00000037214",3.07177692022316,1.82698440628367,"Thap1",0.513613922,1352,10,0.219871428
"ENSMUSG00000037216",2.83849052476738,3.02956950343467,NA,NA,NA,NA,NA
"ENSMUSG00000037217",NA,NA,"Syn1",-1.089110441,1033,1,0.204774571
"ENSMUSG00000037221",NA,5.58623728819007,"Mospd3",-3.524603599,377,1,0.185858575
"ENSMUSG00000037224",2.21651952166403,3.20965153725489,"Zfyve28",1.48553911,1076,3,0.216186046
"ENSMUSG00000037225",1.99193489020427,2.88194733916981,"Fgf2",2.209657441,5311,20,0.202070494
"ENSMUSG00000037234",3.96016651423573,2.8112427810924,"Hook3",0.740360485,10469,48,0.193483013
"ENSMUSG00000037235",4.91663063995439,3.42641720495907,"Mxd4",-0.00991269,3105,2,0.210120524
"ENSMUSG00000037236",9.64220326669457,4.99184443816947,NA,NA,NA,NA,NA
"ENSMUSG00000037239",4.83533209688792,3.59309539498449,"Spred3",0.40632049,2697,4,0.212123811
"ENSMUSG00000037242",6.67486408420344,4.0887847104943,"Clic4",-0.361265994,3132,7,0.198064511
"ENSMUSG00000037243",3.19807462512386,4.90463628385677,"Zfp692",-1.708110133,105,1,0.206092524
"ENSMUSG00000037246",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037247",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037251",6.52975375149941,3.47584218332899,"Pomk",1.991402863,2270,0,0.192060669
"ENSMUSG00000037253",3.01809587399416,1.8417140425866,"Mex3c",1.296050907,1779,6,0.199319431
"ENSMUSG00000037254",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037257",5.86178474910835,4.22168579025767,"Aagab",-0.127865263,4304,7,0.206143651
"ENSMUSG00000037259",4.61461210206677,3.71410764749451,"Dzank1",0.72839219,4367,5,0.201569779
"ENSMUSG00000037260",7.25637815731774,3.16097593323273,"Hgsnat",0.178139912,681,4,0.189464562
"ENSMUSG00000037262",2.5931850977348,2.1273521324937,"Kin",1.636569986,289,4,0.205112294
"ENSMUSG00000037263",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037266",2.65809697410826,2.4255940232378,"Rsrp1",-0.789171289,624,1,0.171052201
"ENSMUSG00000037270",4.59490559295098,3.49174831214936,"4932438A13Rik",1.219205845,493,2,0.165677685
"ENSMUSG00000037275",3.67995865008148,2.84852168912023,"Gemin5",0.868367727,1615,2,0.200085518
"ENSMUSG00000037278",NA,4.0879775456486,"Tmem97",0.450550148,720,0,0.184302853
"ENSMUSG00000037279",NA,NA,"Ovol2",-0.556331154,428,1,0.214775823
"ENSMUSG00000037280",NA,NA,"Galnt6",0.863067804,1540,0,0.200567445
"ENSMUSG00000037286",4.73143432175008,3.09548939369176,NA,NA,NA,NA,NA
"ENSMUSG00000037287",4.42643975457866,2.82184829127088,"Tbcel",0.582742312,3515,8,0.184301819
"ENSMUSG00000037295",NA,NA,"Ldlrap1",0.929417876,5498,3,0.212871799
"ENSMUSG00000037296",5.68275867002565,2.94533820376639,"Lsm1",-2.139259867,1877,4,0.190207697
"ENSMUSG00000037300",4.86658760678496,3.65651426368376,"Ttc13",-0.499572541,751,1,0.204306888
"ENSMUSG00000037306",7.86885685806271,3.1769923733987,"Man1c1",0.230210887,2016,0,0.187167014
"ENSMUSG00000037307",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037313",6.26999872966227,3.6015760316689,"Tacc3",-1.548610035,376,0,0.201150427
"ENSMUSG00000037315",2.75805624496096,3.35346492200678,"Jade3",1.705669893,2043,5,0.195611276
"ENSMUSG00000037316",4.7348761825638,3.06193774346335,"Bag4",4.003894384,3386,9,0.189179752
"ENSMUSG00000037318",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037321",9.13435628237053,2.10770112796238,"Tap1",-0.898288143,451,1,0.198967519
"ENSMUSG00000037325",NA,2.94060908435763,"Bbs7",-0.50281989,415,2,0.190080735
"ENSMUSG00000037326",4.31061787397984,3.32572862909704,"Capn15",-0.211643053,1189,2,0.20597207
"ENSMUSG00000037331",4.54099166377848,3.05610788331816,"Larp1",0.74387239,3269,3,0.200449697
"ENSMUSG00000037334",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037335",NA,NA,"Hand1",0.115188491,894,2,0.20299683
"ENSMUSG00000037336",NA,NA,"Mfsd2b",0.310399075,983,1,0.201638569
"ENSMUSG00000037337",NA,NA,"Map4k1",-1.593394389,147,0,0.203918414
"ENSMUSG00000037339",4.03117860581706,2.43222038037485,"Fam53a",-0.781967555,7039,6,0.197738806
"ENSMUSG00000037341",3.54375860461355,4.59813203411591,"Slc9a7",-0.360729063,419,2,0.178487777
"ENSMUSG00000037343",4.35048405019201,3.34890430652746,"Taf2",0.989484269,1211,3,0.193409635
"ENSMUSG00000037344",6.60689668936928,3.69644566418081,"Slc12a9",-1.431953871,393,0,0.194153818
"ENSMUSG00000037346",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037347",NA,NA,"Chst7",1.147765378,557,0,0.192881765
"ENSMUSG00000037348",5.11893858464669,3.27552821553293,"Paqr7",0.422866517,2364,3,0.193615921
"ENSMUSG00000037349",3.51580535598344,NA,"Nudt22",-1.53973847,26,0,0.199559971
"ENSMUSG00000037351",11.0224143626465,5.76926455615736,"Actr1b",-1.408167166,1962,3,0.197841302
"ENSMUSG00000037353",6.6433356462779,5.54611359060605,"Letmd1",-0.500769667,1318,1,0.189612713
"ENSMUSG00000037355",3.27323569591175,2.44942552377051,"Uvssa",1.683913089,4863,2,0.210672166
"ENSMUSG00000037358",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037361",NA,3.49584028189532,"Sf3b6",-1.804325405,556,0,0.200286348
"ENSMUSG00000037362",NA,5.2288394925515,NA,NA,NA,NA,NA
"ENSMUSG00000037363",2.51123100768161,2.96565408286844,"Letm2",0.065260295,2044,2,0.196450246
"ENSMUSG00000037364",7.43806347108023,5.25431985492729,"Srrt",-1.032175204,127,1,0.208550702
"ENSMUSG00000037366",4.77482656652965,2.61071008480196,"Pafah2",0.506028842,1846,1,0.201353971
"ENSMUSG00000037369",3.13273927467573,2.51051550884514,"Kdm6a",1.407730982,1281,10,0.189890579
"ENSMUSG00000037370",NA,NA,"Enpp1",-0.606778329,3892,1,0.190821622
"ENSMUSG00000037373",NA,4.79335146654411,"Ctbp1",-1.781196964,2192,0,0.208652496
"ENSMUSG00000037375",NA,NA,"Hhat",-1.805097236,1056,0,0.183300826
"ENSMUSG00000037376",4.41788412907035,3.23241753740156,"Trmt6",0.549321982,1214,3,0.196917302
"ENSMUSG00000037379",NA,NA,"Spon2",-0.21767882,541,1,0.1977787
"ENSMUSG00000037386",4.56648971374242,3.53432200638603,"Rims2",1.134893086,2608,16,0.184959263
"ENSMUSG00000037390",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037393",NA,NA,"Nmur2",0.949970704,1987,3,0.181602203
"ENSMUSG00000037395",4.16408401441629,2.72121528356999,"Rcor3",-0.023901931,2374,15,0.199408122
"ENSMUSG00000037400",6.07927472900511,3.79496044940363,"Atp11b",0.210388782,1170,6,0.178753712
"ENSMUSG00000037405",8.14227545373913,NA,"Icam1",0.203640941,871,4,0.205559271
"ENSMUSG00000037406",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037408",4.64449800570421,1.92056833376907,"Cnnm4",0.823031226,2158,2,0.198354
"ENSMUSG00000037410",2.54479612883002,2.03318289057675,"Tbc1d2b",0.220523917,3000,5,0.199587561
"ENSMUSG00000037411",3.92720779262009,NA,"Serpine1",-1.131343696,1670,4,0.190855576
"ENSMUSG00000037415",2.80513382398375,2.45382233917901,"Ranbp10",0.312512399,3279,5,0.197606828
"ENSMUSG00000037416",3.36229505385528,3.69080847644245,"Dmxl1",2.737120326,3076,31,0.179410075
"ENSMUSG00000037418",NA,NA,"Best1",0.125584462,212,1,0.191682405
"ENSMUSG00000037419",7.02522362059368,3.90791516431295,"Endod1",1.763712282,2692,7,0.1964735
"ENSMUSG00000037424",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037426",6.92760937061477,3.46178228450103,"Depdc5",-0.055528294,3154,4,0.190664836
"ENSMUSG00000037428",12.844897042896,6.65701331043071,"Vgf",-0.8596371,512,2,0.201374717
"ENSMUSG00000037432",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037434",3.74833527953756,2.43587046284612,"Slc30a1",1.528140791,3492,9,0.211562781
"ENSMUSG00000037437",NA,NA,"Adam32",-1.507728922,177,0,0.200615004
"ENSMUSG00000037438",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037440",NA,NA,"Vnn1",0.039410692,689,3,0.192533274
"ENSMUSG00000037443",2.75817522649398,2.34481987533137,"Cep85",0.44318819,1421,3,0.205608748
"ENSMUSG00000037446",NA,NA,"Tulp1",-2.426136806,426,0,0.21642582
"ENSMUSG00000037447",4.15565541041997,2.51657850238773,NA,NA,NA,NA,NA
"ENSMUSG00000037451",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037455",NA,5.57630027561226,"Slc18b1",-0.90651694,1308,2,0.185874731
"ENSMUSG00000037458",8.48196455395105,4.73267514091308,"Azin1",-0.846967534,2934,14,0.19359134
"ENSMUSG00000037461",4.31990074420731,3.18708853234069,"Ints7",-0.4967616,2224,3,0.200246364
"ENSMUSG00000037463",NA,NA,"Fbxo27",-1.406357837,956,3,0.197974682
"ENSMUSG00000037465",1.90587588106654,1.88143910612905,"Klf10",1.072296921,1492,7,0.198478302
"ENSMUSG00000037466",NA,NA,"Tedc1",0.425651516,1162,0,0.202003457
"ENSMUSG00000037469",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037470",5.7472891781538,4.07681431671108,"Uggt1",0.556975621,4199,4,0.193923687
"ENSMUSG00000037474",NA,NA,"Dtl",-0.299925357,1878,4,0.187813476
"ENSMUSG00000037475",3.44963360866894,3.36619259280797,"Thoc2",1.466642133,2789,16,0.196054741
"ENSMUSG00000037477",NA,NA,"Tbx10",-0.941762476,264,0,0.198070127
"ENSMUSG00000037482",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037486",3.06080195357382,3.03273018907449,"Asxl2",1.663711835,9841,38,0.197738273
"ENSMUSG00000037487",6.23817365635769,2.81862568269372,"Ubr5",0.658084391,434,3,0.189219329
"ENSMUSG00000037490",NA,NA,"Slc2a12",0.976182211,2110,10,0.186690866
"ENSMUSG00000037492",4.05401943350572,2.12019424763013,NA,NA,NA,NA,NA
"ENSMUSG00000037493",NA,6.57509353931648,"Cib2",-2.072211564,669,0,0.205055196
"ENSMUSG00000037499",NA,8.84021261717445,"Nenf",-4.02564319,124,0,0.206202035
"ENSMUSG00000037503",6.94141992238908,4.54236409981095,"Fam168b",-1.119964648,4186,4,0.192284835
"ENSMUSG00000037509",4.8177996228168,4.07115415248055,"Arhgef4",1.239209451,1480,1,0.202880049
"ENSMUSG00000037514",4.08187085865882,2.84982241596924,"Pank2",0.83331486,2865,6,0.190147323
"ENSMUSG00000037519",4.29161840695954,3.49330543857692,"Ppfia1",0.691352943,1232,10,0.203277631
"ENSMUSG00000037523",3.9087674206297,2.61243038722445,"Mavs",-0.255318662,1236,0,0.215600393
"ENSMUSG00000037525",2.6213688975221,2.90118455537462,"Bcdin3d",1.352952495,380,1,0.191003171
"ENSMUSG00000037526",3.01381581961171,2.64181168783956,"Atg14",-0.247883593,1944,2,0.204077574
"ENSMUSG00000037529",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037531",4.05875413631408,2.80843834041333,"Mrpl47",0.525375659,2197,11,0.185640416
"ENSMUSG00000037533",2.69058854637464,3.11244702085116,"Rapgef6",2.786136151,3180,7,0.187016508
"ENSMUSG00000037535",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037536",3.78507167378609,1.98515480199279,NA,NA,NA,NA,NA
"ENSMUSG00000037537",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037541",4.77325655495314,3.45865198101549,"Shank2",1.159588622,3359,7,0.201913326
"ENSMUSG00000037542",NA,NA,"Aldh8a1",-1.098890314,745,1,0.199874659
"ENSMUSG00000037544",NA,NA,"Dlgap5",0.671009652,1720,3,0.194002216
"ENSMUSG00000037548",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037552",4.10908475214573,3.34270163184223,"Plekhg2",0.456881804,201,1,0.1966827
"ENSMUSG00000037553",4.40917269740281,4.81514157850471,"Zdhhc18",-1.211029874,3357,3,0.193042841
"ENSMUSG00000037563",NA,7.03494446337347,"Rps16",-5.162270301,516,2,0.204466025
"ENSMUSG00000037568",3.80364028031724,2.0705652282645,"Vash2",3.920466612,2538,7,0.20201246
"ENSMUSG00000037570",10.2827484137833,5.4705405542497,"Mcrs1",-2.463509513,317,0,0.21167812
"ENSMUSG00000037572",2.84670438271976,2.40258759608761,"Wdhd1",-0.063822585,801,3,0.192906795
"ENSMUSG00000037573",2.20645353964691,1.80230333358592,"Tob1",0.543346319,767,4,0.194683153
"ENSMUSG00000037577",NA,NA,"Ephx3",0.389354121,1126,1,0.193397686
"ENSMUSG00000037578",NA,NA,"Pkd2l1",-1.257795888,870,0,0.191810903
"ENSMUSG00000037579",4.84189939274396,4.90306231159511,"Kcnh3",0.219076399,295,0,0.196695716
"ENSMUSG00000037580",3.24342480146817,NA,"Gch1",-1.770207673,1903,8,0.202393423
"ENSMUSG00000037583",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037593",NA,NA,"BC030499",0.944869603,80,0,0.196532312
"ENSMUSG00000037594",5.74118809998828,2.9442182988018,NA,NA,NA,NA,NA
"ENSMUSG00000037600",NA,NA,"Kdf1",0.560879769,865,0,0.203118899
"ENSMUSG00000037601",7.66077352263459,7.25466598285322,"Nme1",-2.687836374,2417,1,0.215476923
"ENSMUSG00000037603",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037605",10.1431032762118,3.69889118203135,"Adgrl3",2.293997244,2321,8,0.183559586
"ENSMUSG00000037606",4.79446123557241,3.28920996421204,"Osbpl5",0.521813342,1057,0,0.203894962
"ENSMUSG00000037608",4.7890367012581,2.94061278433703,"Bclaf1",1.890801214,2444,13,0.17925035
"ENSMUSG00000037610",3.81542648640387,2.60495130913943,"Kcnmb2",-0.351165531,1821,12,0.20121597
"ENSMUSG00000037613",NA,NA,"Tnfrsf23",0.929234223,929,2,0.201138402
"ENSMUSG00000037617",3.98525968711869,3.56234362585371,NA,NA,NA,NA,NA
"ENSMUSG00000037621",2.06546876902379,NA,"Atoh8",0.301956019,973,0,0.207298194
"ENSMUSG00000037622",5.31560114712594,4.12012325900966,"Wdtc1",-0.439678507,1834,1,0.209889024
"ENSMUSG00000037624",5.53617077535705,3.92821228039245,"Kcnk2",1.350830113,1860,10,0.200368952
"ENSMUSG00000037625",NA,NA,"Cldn11",-1.688549242,1016,3,0.209852987
"ENSMUSG00000037627",NA,NA,"Rgs22",2.736083438,136,0,0.190843415
"ENSMUSG00000037628",NA,NA,"Cdkn3",-1.948804208,1273,3,0.182250853
"ENSMUSG00000037636",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037638",NA,NA,"Zbtb42",1.355564689,2774,1,0.217144569
"ENSMUSG00000037640",2.80396772003995,1.84087540296013,"Zfp60",3.488933107,3679,17,0.199128664
"ENSMUSG00000037643",4.26286680138289,3.60566356027408,"Prkci",-0.3410337,2682,16,0.194396225
"ENSMUSG00000037646",3.88950335290846,2.99076018416614,"Vps13b",1.089918165,1129,7,0.188113988
