organism,gene_name,tAI
R. norvegicus,Edar,0.261443414
R. norvegicus,Edaradd,0.266560897
R. norvegicus,Edc3,0.244303924
R. norvegicus,Edc4,0.243540825
R. norvegicus,Eddm3b,0.192034178
R. norvegicus,Edem1,0.199874224
R. norvegicus,Edem2,0.216340779
R. norvegicus,Edf1,0.239691908
R. norvegicus,Edil3,0.224576977
R. norvegicus,Edn1,0.230231787
R. norvegicus,Edn2,0.272044784
R. norvegicus,Edn3,0.272987209
R. norvegicus,Ednra,0.218863131
R. norvegicus,Ednrb,0.215389486
R. norvegicus,Edrf1,0.213590169
R. norvegicus,Eea1,0.207842733
R. norvegicus,Eed,0.219767183
R. norvegicus,Eef1a1,0.238217089
R. norvegicus,Eef1a2,0.254138017
R. norvegicus,Eef1akmt1,0.243598332
R. norvegicus,Eef1akmt2,0.197161905
R. norvegicus,Eef1akmt3,0.24174767
R. norvegicus,Eef1b2,0.223536717
R. norvegicus,Eef1d,0.264519913
R. norvegicus,Eef1e1,0.199076247
R. norvegicus,Eef1g,0.243174454
R. norvegicus,Eef2,0.253651987
R. norvegicus,Eef2k,0.239487235
R. norvegicus,Eef2kmt,0.231376269
R. norvegicus,Eefsec,0.239025575
R. norvegicus,Eepd1,0.239515037
R. norvegicus,Efcab1,0.217179604
R. norvegicus,Efcab10,0.179940103
R. norvegicus,Efcab11,0.226618111
R. norvegicus,Efcab12,0.225883925
R. norvegicus,Efcab14,0.216422633
R. norvegicus,Efcab2,0.23131732
R. norvegicus,Efcab3,0.203822016
R. norvegicus,Efcab5,0.209921007
R. norvegicus,Efcab6,0.220054546
R. norvegicus,Efcab7,0.218967176
R. norvegicus,Efcab9,0.165930673
R. norvegicus,Efcc1,0.24077943
R. norvegicus,Efemp1,0.256648807
R. norvegicus,Efemp2,0.248784156
R. norvegicus,Efhb,0.220586524
R. norvegicus,Efhc1,0.208685816
R. norvegicus,Efhc2,0.203339846
R. norvegicus,Efhd1,0.248720912
R. norvegicus,Efhd2,0.248092244
R. norvegicus,Efl1,0.22238376
R. norvegicus,Efna1,0.232105379
R. norvegicus,Efna2,0.217155124
R. norvegicus,Efna3,0.225509448
R. norvegicus,Efna4,0.236420769
R. norvegicus,Efna5,0.213765092
R. norvegicus,Efnb1,0.236583529
R. norvegicus,Efnb2,0.2188744
R. norvegicus,Efnb3,0.250070812
R. norvegicus,Efr3a,0.222103643
R. norvegicus,Efr3b,0.222831732
R. norvegicus,Efs,0.270634809
R. norvegicus,Eftud2,0.233456237
R. norvegicus,Egf,0.237171137
R. norvegicus,Egfl6,0.224348686
R. norvegicus,Egfl7,0.255800883
R. norvegicus,Egfl8,0.259201692
R. norvegicus,Egflam,0.235955431
R. norvegicus,Egfr,0.231082818
R. norvegicus,Egln1,0.230466245
R. norvegicus,Egln2,0.264869058
R. norvegicus,Egln3,0.218013303
R. norvegicus,Egr1,0.257272058
R. norvegicus,Egr2,0.266679112
R. norvegicus,Egr3,0.205789833
R. norvegicus,Egr4,0.25489299
R. norvegicus,Ehbp1,0.235870181
R. norvegicus,Ehbp1l1,0.276074173
R. norvegicus,Ehd1,0.235237754
R. norvegicus,Ehd2,0.226156989
R. norvegicus,Ehd3,0.229152422
R. norvegicus,Ehd4,0.236749563
R. norvegicus,Ehf,0.217974141
R. norvegicus,Ehhadh,0.228860207
R. norvegicus,Ehmt1,0.260431256
R. norvegicus,Ehmt2,0.266331816
R. norvegicus,Ei24,0.197166835
R. norvegicus,Eid1,0.267297205
R. norvegicus,Eid2,0.256032653
R. norvegicus,Eid2b,0.24820102
R. norvegicus,Eif1,0.23666307
R. norvegicus,Eif1a,0.223476691
R. norvegicus,Eif1ad,0.241295546
R. norvegicus,Eif1ax,0.20258117
R. norvegicus,Eif1b,0.212821261
R. norvegicus,Eif2a,0.221272707
R. norvegicus,Eif2ak1,0.218575656
R. norvegicus,Eif2ak2,0.205375544
R. norvegicus,Eif2ak3,0.233643693
R. norvegicus,Eif2ak4,0.222660544
R. norvegicus,Eif2b1,0.213141726
R. norvegicus,Eif2b2,0.240104773
R. norvegicus,Eif2b3,0.217955882
R. norvegicus,Eif2b4,0.227043899
R. norvegicus,Eif2b5,0.223270819
R. norvegicus,Eif2d,0.22138186
R. norvegicus,Eif2s1,0.212213511
R. norvegicus,Eif2s2,0.221804156
R. norvegicus,Eif2s3,0.216006438
R. norvegicus,Eif2s3y,0.214023193
R. norvegicus,Eif3a,0.217801978
R. norvegicus,Eif3b,0.2412038
R. norvegicus,Eif3c,0.225542962
R. norvegicus,Eif3d,0.235490571
R. norvegicus,Eif3el1,0.189801364
R. norvegicus,Eif3f,0.24614387
R. norvegicus,Eif3g,0.263884675
R. norvegicus,Eif3h,0.20700904
R. norvegicus,Eif3j,0.199194579
R. norvegicus,Eif3k,0.225690206
R. norvegicus,Eif3l,0.208262213
R. norvegicus,Eif3m,0.1944623
R. norvegicus,Eif4a1,0.22818642
R. norvegicus,Eif4a2,0.220855192
R. norvegicus,Eif4a3,0.219537088
R. norvegicus,Eif4b,0.246008983
R. norvegicus,Eif4e,0.216815488
R. norvegicus,Eif4e2,0.220577458
R. norvegicus,Eif4e3,0.237675801
R. norvegicus,Eif4ebp1,0.250900842
R. norvegicus,Eif4ebp2,0.264756941
R. norvegicus,Eif4ebp3,0.244718044
R. norvegicus,Eif4enif1,0.22872275
R. norvegicus,Eif4g1,0.250044234
R. norvegicus,Eif4g2,0.213789294
R. norvegicus,Eif4g3,0.251375741
R. norvegicus,Eif4h,0.229934767
R. norvegicus,Eif5,0.222447777
R. norvegicus,Eif5a,0.252722889
R. norvegicus,Eif5a2,0.224790061
R. norvegicus,Eif5b,0.215215483
R. norvegicus,Eif6,0.231227135
R. norvegicus,Eipr1,0.241207028
R. norvegicus,Elac1,0.22192731
R. norvegicus,Elac2,0.232572838
R. norvegicus,Elane,0.251009124
R. norvegicus,Elavl1,0.218398229
R. norvegicus,Elavl2,0.228257544
R. norvegicus,Elavl3,0.235381129
R. norvegicus,Elavl4,0.223779995
R. norvegicus,Elf1,0.241289147
R. norvegicus,Elf2,0.255434654
R. norvegicus,Elf3,0.230015299
R. norvegicus,Elf4,0.239003603
R. norvegicus,Elf5,0.21473841
R. norvegicus,Elfn1,0.240570773
R. norvegicus,Elfn2,0.237351428
R. norvegicus,Elk1,0.251257643
R. norvegicus,Elk3,0.21988896
R. norvegicus,Elk4,0.238711652
R. norvegicus,Ell,0.256477097
R. norvegicus,Ell2,0.217487726
R. norvegicus,Ell3,0.230795924
R. norvegicus,Elmo1,0.226531865
R. norvegicus,Elmo3,0.230098476
R. norvegicus,Elmod1,0.212910358
R. norvegicus,Elmod2,0.19870752
R. norvegicus,Elmod3,0.225903321
R. norvegicus,Elmsan1,0.262686041
R. norvegicus,Eln,0.264696074
R. norvegicus,Eloa,0.234254026
R. norvegicus,Elob,0.248639053
R. norvegicus,Eloc,0.226881095
R. norvegicus,Elof1,0.279456619
R. norvegicus,Elovl2,0.18801794
R. norvegicus,Elovl3,0.18283734
R. norvegicus,Elovl4,0.201094568
R. norvegicus,Elovl5,0.183452265
R. norvegicus,Elovl6,0.19106499
R. norvegicus,Elovl7,0.181780687
R. norvegicus,Elp1,0.223467056
R. norvegicus,Elp2,0.228770728
R. norvegicus,Elp3,0.216959046
R. norvegicus,Elp5,0.207687382
R. norvegicus,Elp6,0.211719505
R. norvegicus,Emb,0.201620612
R. norvegicus,Emc1,0.220492756
R. norvegicus,Emc10,0.243489779
R. norvegicus,Emc2,0.211564521
R. norvegicus,Emc3,0.200064541
R. norvegicus,Emc4,0.221866115
R. norvegicus,Emc6,0.157737931
R. norvegicus,Emc7,0.215474339
R. norvegicus,Emc8,0.24772351
R. norvegicus,Emc9,0.236432044
R. norvegicus,Emcn,0.231701343
R. norvegicus,Emd,0.216211054
R. norvegicus,Eme1,0.241432209
R. norvegicus,Eme2,0.253634841
R. norvegicus,Emg1,0.230962872
R. norvegicus,Emid1,0.243117908
R. norvegicus,Emilin1,0.245374008
R. norvegicus,Emilin2,0.248502763
R. norvegicus,Emilin3,0.236845664
R. norvegicus,Eml1,0.221137669
R. norvegicus,Eml2,0.226847475
R. norvegicus,Eml3,0.240330664
R. norvegicus,Eml4,0.223295815
R. norvegicus,Eml5,0.212855768
R. norvegicus,Eml6,0.219910852
R. norvegicus,Emp1,0.210872306
R. norvegicus,Emp2,0.193633613
R. norvegicus,Emp3,0.189536457
R. norvegicus,Emsy,0.239579452
R. norvegicus,Emx1,0.254269965
R. norvegicus,Emx2,0.225234896
R. norvegicus,En1,0.266029112
R. norvegicus,En2,0.242687989
R. norvegicus,Enah,0.264138302
R. norvegicus,Enam,0.234206256
R. norvegicus,Enc1,0.22481835
R. norvegicus,Endog,0.221087911
R. norvegicus,Endou,0.226250132
R. norvegicus,Endov,0.248761192
R. norvegicus,Eng,0.227084112
R. norvegicus,Engase,0.238203909
R. norvegicus,Enho,0.259340837
R. norvegicus,Enkd1,0.243107558
R. norvegicus,Enkur,0.220160634
R. norvegicus,Eno1,0.25262807
R. norvegicus,Eno2,0.247664841
R. norvegicus,Eno3,0.247076041
R. norvegicus,Eno4,0.216294364
R. norvegicus,Enoph1,0.240233988
R. norvegicus,Enox1,0.235055971
R. norvegicus,Enox2,0.229150464
R. norvegicus,Enpep,0.216733355
R. norvegicus,Enpp1,0.210260595
R. norvegicus,Enpp2,0.215438369
R. norvegicus,Enpp3,0.213820545
R. norvegicus,Enpp4,0.204932249
R. norvegicus,Enpp5,0.210489444
R. norvegicus,Enpp6,0.20476402
R. norvegicus,Enpp7,0.216847635
R. norvegicus,Ensa,0.220869977
R. norvegicus,Enthd1,0.238104057
R. norvegicus,Entpd1,0.217184495
R. norvegicus,Entpd2,0.223188288
R. norvegicus,Entpd3,0.223977905
R. norvegicus,Entpd4,0.209672271
R. norvegicus,Entpd5,0.205810567
R. norvegicus,Entpd6,0.230320963
R. norvegicus,Entpd7,0.21238113
R. norvegicus,Entpd8,0.22719378
R. norvegicus,Eny2,0.200611389
R. norvegicus,Eogt,0.201822715
R. norvegicus,Eomes,0.230603635
R. norvegicus,Ep400,0.250910827
R. norvegicus,Epas1,0.24818728
R. norvegicus,Epb41,0.234131846
R. norvegicus,Epb41l1,0.256616815
R. norvegicus,Epb41l2,0.240037004
R. norvegicus,Epb41l3,0.234140897
R. norvegicus,Epb41l4a,0.222359638
R. norvegicus,Epb41l4b,0.23108414
R. norvegicus,Epb41l5,0.215106784
R. norvegicus,Epb42,0.229214543
R. norvegicus,Epc1,0.237863113
R. norvegicus,Epc2,0.231379812
R. norvegicus,Epcam,0.227486468
R. norvegicus,Epdr1,0.230075851
R. norvegicus,Epg5,0.216055647
R. norvegicus,Epgn,0.230032472
R. norvegicus,Epha1,0.23015074
R. norvegicus,Epha10,0.244399639
R. norvegicus,Epha2,0.235320717
R. norvegicus,Epha3,0.231869224
R. norvegicus,Epha4,0.235487525
R. norvegicus,Epha5,0.229344212
R. norvegicus,Epha7,0.223705048
R. norvegicus,Epha8,0.238690197
R. norvegicus,Ephb1,0.243110347
R. norvegicus,Ephb2,0.24101076
R. norvegicus,Ephb3,0.234830298
R. norvegicus,Ephb4,0.245684412
R. norvegicus,Ephb6,0.244286352
R. norvegicus,Ephx1,0.216751121
R. norvegicus,Ephx2,0.241821534
R. norvegicus,Ephx3,0.215850686
R. norvegicus,Ephx4,0.209014516
R. norvegicus,Epm2a,0.231716567
R. norvegicus,Epm2aip1,0.208552967
R. norvegicus,Epn1,0.29109716
R. norvegicus,Epn2,0.263075716
R. norvegicus,Epn3,0.24791879
R. norvegicus,Epo,0.212541114
R. norvegicus,Epop,0.256541938
R. norvegicus,Epor,0.23822961
R. norvegicus,Eppin,0.226903449
R. norvegicus,Eprs,0.232314015
R. norvegicus,Eps15,0.239857436
R. norvegicus,Eps15l1,0.249374867
R. norvegicus,Eps8,0.237101291
R. norvegicus,Eps8l1,0.235418289
R. norvegicus,Eps8l2,0.252079776
R. norvegicus,Eps8l3,0.239104712
R. norvegicus,Epsti1,0.234345816
R. norvegicus,Epx,0.230345307
R. norvegicus,Epyc,0.215905557
R. norvegicus,Eqtn,0.20563359
R. norvegicus,Eral1,0.22002403
R. norvegicus,Erap1,0.209814935
R. norvegicus,Eras,0.262585385
R. norvegicus,Erbb2,0.242825272
R. norvegicus,Erbb3,0.237833948
R. norvegicus,Erbb4,0.233815807
R. norvegicus,Erbin,0.225546918
R. norvegicus,Erc1,0.221801547
R. norvegicus,Erc2,0.204753727
R. norvegicus,Ercc1,0.241227641
R. norvegicus,Ercc2,0.225755886
R. norvegicus,Ercc3,0.226381207
R. norvegicus,Ercc6,0.230021088
R. norvegicus,Ercc6l,0.219653282
R. norvegicus,Ercc6l2,0.214929291
R. norvegicus,Ercc8,0.219968644
R. norvegicus,Ereg,0.201022167
R. norvegicus,Erf,0.262803539
R. norvegicus,Erfe,0.237721062
R. norvegicus,Erg,0.235565903
R. norvegicus,Erg28,0.17873284
R. norvegicus,Ergic1,0.220315584
R. norvegicus,Ergic2,0.226336416
R. norvegicus,Ergic3,0.233087125
R. norvegicus,Erh,0.208016865
R. norvegicus,Eri1,0.217909489
R. norvegicus,Eri2,0.222799831
R. norvegicus,Eri3,0.248280227
R. norvegicus,Erich1,0.244015983
R. norvegicus,Erich2,0.24058794
R. norvegicus,Erich3,0.234921361
R. norvegicus,Erich4,0.253232131
R. norvegicus,Erich5,0.279239892
R. norvegicus,Erich6,0.232377997
R. norvegicus,Erlec1,0.197628942
R. norvegicus,Erlin1,0.222408484
R. norvegicus,Erlin2,0.239984023
R. norvegicus,Ermap,0.216326974
R. norvegicus,Ermard,0.20436742
R. norvegicus,Ermn,0.234625123
R. norvegicus,Ermp1,0.211509076
R. norvegicus,Ern1,0.220645773
R. norvegicus,Ern2,0.223215934
R. norvegicus,Ero1a,0.207054074
R. norvegicus,Ero1b,0.202779212
R. norvegicus,Erp27,0.217916554
R. norvegicus,Erp29,0.221589104
R. norvegicus,Erp44,0.217487157
R. norvegicus,Errfi1,0.258598895
R. norvegicus,Ervfrd-1,0.194708328
R. norvegicus,Esam,0.237561362
R. norvegicus,Esco1,0.212358166
R. norvegicus,Esco2,0.212452649
R. norvegicus,Esd,0.220012125
R. norvegicus,Esf1,0.214963255
R. norvegicus,Esm1,0.270187119
R. norvegicus,Espl1,0.230894655
R. norvegicus,Espn,0.249029595
R. norvegicus,Espnl,0.258838228
R. norvegicus,Esr2,0.229207998
R. norvegicus,Esrp1,0.234444214
R. norvegicus,Esrp2,0.239683389
R. norvegicus,Esrra,0.255957116
R. norvegicus,Esrrb,0.226064516
R. norvegicus,Esrrg,0.213788888
R. norvegicus,Ess2,0.255870171
R. norvegicus,Esyt2,0.215632181
R. norvegicus,Esyt3,0.225951759
R. norvegicus,Etaa1,0.230277939
R. norvegicus,Etf1,0.200482631
R. norvegicus,Etfa,0.238715076
R. norvegicus,Etfb,0.272857728
R. norvegicus,Etfbkmt,0.220005753
R. norvegicus,Etfdh,0.226874903
R. norvegicus,Etfrf1,0.156237773
R. norvegicus,Ethe1,0.23437144
R. norvegicus,Etl4,0.244644739
R. norvegicus,Etnk1,0.210588054
R. norvegicus,Etnk2,0.238371957
R. norvegicus,Etnppl,0.230837913
R. norvegicus,Ets1,0.220030135
R. norvegicus,Ets2,0.223217389
R. norvegicus,Etv1,0.235448862
R. norvegicus,Etv2,0.24054612
R. norvegicus,Etv3,0.253372647
R. norvegicus,Etv3l,0.236325742
R. norvegicus,Etv4,0.239365403
R. norvegicus,Etv5,0.252651189
R. norvegicus,Etv6,0.234552414
R. norvegicus,Eva1a,0.255113444
R. norvegicus,Eva1b,0.241228536
R. norvegicus,Eva1c,0.223659121
R. norvegicus,Evc,0.236813535
R. norvegicus,Evc2,0.24000668
R. norvegicus,Evi2a,0.225493596
R. norvegicus,Evi2b,0.247077735
R. norvegicus,Evi5,0.227096371
R. norvegicus,Evi5l,0.233399601
R. norvegicus,Evl,0.28006422
R. norvegicus,Evpl,0.247850195
R. norvegicus,Evx1,0.254548161
R. norvegicus,Evx2,0.229520063
R. norvegicus,Ewsr1,0.24535737
R. norvegicus,Exd1,0.223192642
R. norvegicus,Exd2,0.21680591
R. norvegicus,Exo1,0.23596401
R. norvegicus,Exo5,0.214908737
R. norvegicus,Exoc1,0.213606573
R. norvegicus,Exoc1l,0.201056796
R. norvegicus,Exoc2,0.208354259
R. norvegicus,Exoc3,0.219616675
R. norvegicus,Exoc3l1,0.236149249
R. norvegicus,Exoc3l2,0.237069127
R. norvegicus,Exoc3l4,0.234543373
R. norvegicus,Exoc4,0.212076287
R. norvegicus,Exoc5,0.207600024
R. norvegicus,Exoc6,0.210844819
R. norvegicus,Exoc6b,0.207623521
R. norvegicus,Exoc7,0.22832443
R. norvegicus,Exoc8,0.235484262
R. norvegicus,Exog,0.237769907
R. norvegicus,Exosc1,0.226843351
R. norvegicus,Exosc10,0.234289933
R. norvegicus,Exosc2,0.210647788
R. norvegicus,Exosc3,0.237856176
R. norvegicus,Exosc4,0.259242101
R. norvegicus,Exosc5,0.245888482
R. norvegicus,Exosc6,0.234402898
R. norvegicus,Exosc7,0.232277879
R. norvegicus,Exosc8,0.240015231
R. norvegicus,Exosc9,0.232211261
R. norvegicus,Exph5,0.244596248
R. norvegicus,Ext1,0.20891862
R. norvegicus,Ext2,0.232359334
R. norvegicus,Extl1,0.227662112
R. norvegicus,Extl2,0.203197027
R. norvegicus,Extl3,0.232760299
R. norvegicus,Eya1,0.216493165
R. norvegicus,Eya2,0.230195025
R. norvegicus,Eya3,0.23100793
R. norvegicus,Eya4,0.221518623
R. norvegicus,Ezh1,0.240852524
R. norvegicus,Ezh2,0.241032041
R. norvegicus,Ezr,0.241958891
R. norvegicus,F10,0.236463939
R. norvegicus,F11,0.222307259
R. norvegicus,F11r,0.22337123
R. norvegicus,F12,0.238150474
R. norvegicus,F13a1,0.218768648
R. norvegicus,F13b,0.222543164
R. norvegicus,F2,0.237305295
R. norvegicus,F2r,0.209514158
R. norvegicus,F2rl1,0.187673103
R. norvegicus,F2rl2,0.187269579
R. norvegicus,F2rl3,0.225702057
R. norvegicus,F3,0.200851348
R. norvegicus,F5,0.220120094
R. norvegicus,F7,0.233473472
R. norvegicus,F8,0.231313111
R. norvegicus,F8a1,0.252359002
R. norvegicus,F9,0.221026957
R. norvegicus,FAM187A,0.212312861
R. norvegicus,Fa2h,0.210472038
R. norvegicus,Faah,0.2288669
R. norvegicus,Faap100,0.249964084
R. norvegicus,Faap20,0.267019951
R. norvegicus,Faap24,0.205221952
R. norvegicus,Fabp1,0.220299358
R. norvegicus,Fabp12,0.226891795
R. norvegicus,Fabp2,0.20177179
R. norvegicus,Fabp3,0.223055929
R. norvegicus,Fabp4,0.215682977
R. norvegicus,Fabp5,0.227065237
R. norvegicus,Fabp6,0.24143959
R. norvegicus,Fabp7,0.239011213
R. norvegicus,Fabp9,0.221399959
R. norvegicus,Fadd,0.244843346
R. norvegicus,Fads1,0.20954993
R. norvegicus,Fads2,0.209474098
R. norvegicus,Fads2l1,0.197302024
R. norvegicus,Fads3,0.2245986
R. norvegicus,Fads6,0.20787995
R. norvegicus,Faf1,0.235794612
R. norvegicus,Faf2,0.233366787
R. norvegicus,Fahd1,0.233631597
R. norvegicus,Fahd2a,0.251575863
R. norvegicus,Faim,0.227808583
R. norvegicus,Faim2,0.21077007
R. norvegicus,Fam102a,0.243735001
R. norvegicus,Fam102b,0.237968714
R. norvegicus,Fam104a,0.267166011
R. norvegicus,Fam107a,0.234974729
R. norvegicus,Fam107b,0.22777751
R. norvegicus,Fam110a,0.266491982
R. norvegicus,Fam110b,0.250966996
R. norvegicus,Fam110c,0.260054926
R. norvegicus,Fam110d,0.266875237
R. norvegicus,Fam111a,0.204437026
R. norvegicus,Fam114a1,0.244844145
R. norvegicus,Fam114a1l1,0.249792318
R. norvegicus,Fam115c,0.231655915
R. norvegicus,Fam115e,0.216000971
R. norvegicus,Fam117a,0.268208029
R. norvegicus,Fam117b,0.236435952
R. norvegicus,Fam118a,0.228439939
R. norvegicus,Fam118b,0.200160426
R. norvegicus,Fam120a,0.247282797
R. norvegicus,Fam120b,0.220509742
R. norvegicus,Fam122a,0.250442266
R. norvegicus,Fam122b,0.246703585
R. norvegicus,Fam122c,0.224597867
R. norvegicus,Fam124a,0.301004382
R. norvegicus,Fam124b,0.22146258
R. norvegicus,Fam126a,0.215290058
R. norvegicus,Fam126b,0.208037076
R. norvegicus,Fam129a,0.242844807
R. norvegicus,Fam129b,0.236698061
R. norvegicus,Fam129c,0.236027648
R. norvegicus,Fam131a,0.253787171
R. norvegicus,Fam131b,0.271619124
R. norvegicus,Fam131c,0.257446313
R. norvegicus,Fam133b,0.221917337
R. norvegicus,Fam135a,0.209501582
R. norvegicus,Fam135b,0.225293556
R. norvegicus,Fam136a,0.268166627
R. norvegicus,Fam13a,0.229487403
R. norvegicus,Fam13b,0.222432477
R. norvegicus,Fam13c,0.240435118
R. norvegicus,Fam149a,0.244721357
R. norvegicus,Fam149b1,0.238558956
R. norvegicus,Fam151a,0.240525627
R. norvegicus,Fam151b,0.224200881
R. norvegicus,Fam155b,0.234312194
R. norvegicus,Fam156b,0.263915192
R. norvegicus,Fam160a2,0.234308118
R. norvegicus,Fam160b1,0.222040281
R. norvegicus,Fam160b2,0.237588877
R. norvegicus,Fam161a,0.231421482
R. norvegicus,Fam161b,0.246587392
R. norvegicus,Fam162a,0.235467789
R. norvegicus,Fam163a,0.243877713
R. norvegicus,Fam163b,0.229758151
R. norvegicus,Fam166a,0.241426218
R. norvegicus,Fam167a,0.236423536
R. norvegicus,Fam167b,0.227568725
R. norvegicus,Fam168a,0.263318506
R. norvegicus,Fam168b,0.265771803
R. norvegicus,Fam169a,0.244549355
R. norvegicus,Fam169b,0.209343224
R. norvegicus,Fam170a,0.257499182
R. norvegicus,Fam170b,0.282002178
R. norvegicus,Fam171a1,0.220382126
R. norvegicus,Fam171a2,0.232185113
R. norvegicus,Fam171b,0.213225288
R. norvegicus,Fam173a,0.227816558
R. norvegicus,Fam173b,0.243923543
R. norvegicus,Fam174a,0.246955154
R. norvegicus,Fam174b,0.236697106
R. norvegicus,Fam177a1,0.241448722
R. norvegicus,Fam178b,0.230805089
R. norvegicus,Fam180a,0.24974637
R. norvegicus,Fam181a,0.255196287
R. norvegicus,Fam181b,0.251585784
R. norvegicus,Fam183b,0.216297975
R. norvegicus,Fam184a,0.213933477
R. norvegicus,Fam184b,0.244753422
R. norvegicus,Fam186b,0.227988346
R. norvegicus,Fam187b,0.23270221
R. norvegicus,Fam189a1,0.251570706
R. norvegicus,Fam189a2,0.249399813
R. norvegicus,Fam189b,0.240596611
R. norvegicus,Fam192a,0.241533542
R. norvegicus,Fam193a,0.25361838
R. norvegicus,Fam193b,0.290614188
R. norvegicus,Fam196a,0.250237492
R. norvegicus,Fam198a,0.24833127
R. norvegicus,Fam198b,0.233518061
R. norvegicus,Fam199x,0.246860991
R. norvegicus,Fam19a2,0.225189083
R. norvegicus,Fam19a3,0.262186394
R. norvegicus,Fam19a4,0.254643754
R. norvegicus,Fam19a5,0.289834609
R. norvegicus,Fam204a,0.234901433
R. norvegicus,Fam205a,0.235213972
R. norvegicus,Fam205c,0.231020216
R. norvegicus,Fam206a,0.203481513
R. norvegicus,Fam207a,0.260485428
R. norvegicus,Fam208a,0.207450925
R. norvegicus,Fam208b,0.225866241
R. norvegicus,Fam209a,0.207664521
R. norvegicus,Fam20a,0.216365834
R. norvegicus,Fam20b,0.219214614
R. norvegicus,Fam20c,0.244209567
R. norvegicus,Fam210a,0.195403685
R. norvegicus,Fam210b,0.201551742
R. norvegicus,Fam212a,0.269596384
R. norvegicus,Fam212b,0.256891449
R. norvegicus,Fam213a,0.222866913
R. norvegicus,Fam213b,0.231879324
R. norvegicus,Fam214a,0.227338302
R. norvegicus,Fam214b,0.25175325
R. norvegicus,Fam216a,0.232939777
R. norvegicus,Fam216b,0.211863394
R. norvegicus,Fam217a,0.23411641
R. norvegicus,Fam217b,0.245983518
R. norvegicus,Fam219a,0.260795159
R. norvegicus,Fam219b,0.233078676
R. norvegicus,Fam220a,0.230876394
R. norvegicus,Fam221a,0.238673966
R. norvegicus,Fam221b,0.256429057
R. norvegicus,Fam222a,0.277423298
R. norvegicus,Fam222b,0.27257106
R. norvegicus,Fam227a,0.218098927
R. norvegicus,Fam227b,0.198111228
R. norvegicus,Fam228a,0.223801054
R. norvegicus,Fam228b,0.187903832
R. norvegicus,Fam229a,0.294596649
R. norvegicus,Fam229b,0.257487593
R. norvegicus,Fam234b,0.215578506
R. norvegicus,Fam237a,0.19974664
R. norvegicus,Fam240b,0.240186766
R. norvegicus,Fam241a,0.217562215
R. norvegicus,Fam241b,0.226299222
R. norvegicus,Fam24a,0.257541868
R. norvegicus,Fam25a,0.250494523
R. norvegicus,Fam32a,0.245189022
R. norvegicus,Fam35a,0.223026757
R. norvegicus,Fam3a,0.245539543
R. norvegicus,Fam3b,0.22317053
R. norvegicus,Fam3c,0.240367536
R. norvegicus,Fam3d,0.215949822
R. norvegicus,Fam43a,0.240481805
R. norvegicus,Fam43b,0.226903475
R. norvegicus,Fam45a,0.207531947
R. norvegicus,Fam46a,0.217544857
R. norvegicus,Fam46b,0.233578414
R. norvegicus,Fam46c,0.216925494
R. norvegicus,Fam46d,0.189854008
R. norvegicus,Fam47a,0.207501574
R. norvegicus,Fam49a,0.225432106
R. norvegicus,Fam49b,0.210570243
R. norvegicus,Fam50a,0.230886264
R. norvegicus,Fam50b,0.240034386
R. norvegicus,Fam53a,0.260659604
R. norvegicus,Fam53b,0.261366667
R. norvegicus,Fam53c,0.264523905
R. norvegicus,Fam57a,0.184206388
R. norvegicus,Fam57b,0.214390315
R. norvegicus,Fam69a,0.193329254
R. norvegicus,Fam69b,0.216277336
R. norvegicus,Fam69c,0.227425625
R. norvegicus,Fam71a,0.222282217
R. norvegicus,Fam71b,0.260500919
R. norvegicus,Fam71d,0.215444712
R. norvegicus,Fam71e1,0.228996516
R. norvegicus,Fam71e2,0.240039848
R. norvegicus,Fam71f1,0.212192739
R. norvegicus,Fam71f2,0.210808563
R. norvegicus,Fam72a,0.227571985
R. norvegicus,Fam76a,0.24334811
R. norvegicus,Fam76b,0.234580277
R. norvegicus,Fam78a,0.245259802
R. norvegicus,Fam78b,0.254836591
R. norvegicus,Fam81a,0.219429853
R. norvegicus,Fam81b,0.19423629
R. norvegicus,Fam83a,0.23746871
R. norvegicus,Fam83b,0.214311321
R. norvegicus,Fam83c,0.233946043
R. norvegicus,Fam83d,0.231626448
R. norvegicus,Fam83e,0.260040168
R. norvegicus,Fam83f,0.243705672
R. norvegicus,Fam83g,0.264827981
R. norvegicus,Fam83h,0.253437328
R. norvegicus,Fam84a,0.234983784
R. norvegicus,Fam84b,0.22123419
R. norvegicus,Fam89a,0.22802239
R. norvegicus,Fam89b,0.237316757
R. norvegicus,Fam8a1,0.252660567
R. norvegicus,Fam91a1,0.206097455
R. norvegicus,Fam92a,0.216613958
R. norvegicus,Fam92b,0.24326941
R. norvegicus,Fam96a,0.227147387
R. norvegicus,Fam96b,0.23477001
R. norvegicus,Fam98a,0.212406584
R. norvegicus,Fam98c,0.238729578
R. norvegicus,Fan1,0.225151772
R. norvegicus,Fanca,0.225271618
R. norvegicus,Fancb,0.208404955
R. norvegicus,Fancc,0.209466332
R. norvegicus,Fancd2,0.21014507
R. norvegicus,Fancd2os,0.224041905
R. norvegicus,Fance,0.227645773
R. norvegicus,Fancf,0.213200934
R. norvegicus,Fancg,0.222297168
R. norvegicus,Fanci,0.206696955
R. norvegicus,Fancl,0.225786784
R. norvegicus,Fank1,0.208429546
R. norvegicus,Fap,0.202346462
R. norvegicus,Far1,0.214090675
